Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
39	47.2594	11.1715	3.35532	14.1235	4.83423	8.31534	0.00669719	101.227	5.83353	7.09729	1.31055	0.488008	0.224323	0.74728	0.430447	17.6503	3.9379	0.385119	0.238461	12.6809	5.77095	42.5246	0.716569	38.5136	0.431262	17.9495	47.2594
40	3279.22	8.46522	3.96589	10.4233	2.97347	12.7101	0.0108631	77.8087	8.62652	6.63139	1.39105	0.406972	0.371912	0.816238	0.105577	20.3816	4.14582	0.258875	0.236166	5.7632	8.39824	40.905	0.798434	49.8117	9.87082	9.08656	3279.22
41	4193.39	10.1906	2.92656	7.85565	6.18587	6.66347	0.026439	89.2714	6.68486	11.1988	1.88519	0.229296	0.499732	0.676366	0.993202	19.2699	3.93914	0.518682	0.141917	3.02333	5.83702	32.9099	1.09041	36.8743	30.1953	0.35275	4193.39
42	7087.53	9.31159	2.70168	14.3249	5.10205	5.66306	0.0065895	68.6749	2.93092	6.67332	2.58308	0.304587	0.183065	0.908526	0.457773	21.2054	3.23376	0.40382	0.202367	6.63139	1.72998	48.6939	0.498012	42.6614	0.248098	24.2269	7087.53
43	16.7711	14.175	2.58165	18.2215	5.31069	12.4109	0.00232125	72.5829	4.73535	8.05304	2.72906	0.548674	0.79439	0.805097	0.509358	16.6463	5.94857	0.674731	0.282487	2.5386	3.43761	37.7075	0.77233	37.4238	1.5028	8.74624	16.7711
44	40.7283	11.4201	3.1474	15.4827	3.77996	6.45033	0.0110853	97.5327	13.2965	11.6144	2.55426	0.132152	0.186717	0.648784	0.894926	15.4605	5.90145	0.0761091	0.284192	13.8032	7.28709	35.7107	1.10427	46.9407	1.372	0.593525	40.7283
45	7621.11	14.894	3.83204	11.35	3.46943	8.00313	0.0143446	62.5218	4.54751	6.26273	1.16557	0.511884	0.17698	0.684094	0.432492	19.6705	4.56025	0.633401	0.193977	10.4903	3.26436	37.9952	0.958842	31.3709	27.5342	1.17374	7621.11
46	42.2272	9.9222	1.87114	16.0371	4.53302	9.69038	0.00220555	98.3706	2.88059	2.97364	2.14312	0.46079	0.358856	0.701521	0.485764	17.7592	4.1236	0.0953192	0.298503	13.3797	4.51527	31.3148	0.620573	39.4483	2.85045	1.45339	42.2272
47	551.126	14.8329	2.95679	8.45445	2.46887	7.88311	0.00218951	61.2192	8.5352	7.44519	1.22564	0.26041	0.472441	0.809765	0.492792	16.9585	6.10812	0.617712	0.169586	6.43488	4.92164	26.406	0.25944	39.4368	13.7258	3.80387	551.126
48	728.922	9.91184	3.01148	11.4185	2.93804	6.56277	0.016834	96.1366	8.12058	7.44406	1.76132	0.302071	0.874558	0.653988	0.575755	18.6177	3.73675	0.282498	0.136588	12.2598	4.33638	21.9595	0.661146	51.0809	1.89131	9.38101	728.922
49	12.4924	20.6443	3.57066	16.6301	3.35091	16.5935	0.0115977	95.4743	6.70116	8.00722	1.96023	0.497798	0.940936	0.847197	0.514612	19.7189	2.62093	0.0823862	0.0828929	1.99198	3.90157	25.3228	0.71162	35.3284	0.216548	0.961409	12.4924
50	7288.32	11.8507	3.99321	10.8304	4.2513	12.1774	0.00958481	95.5665	7.25927	8.67842	1.2309	0.460624	0.314335	0.783024	0.177802	16.1299	4.44536	0.294755	0.521963	9.7832	8.00046	48.5133	0.437669	19.2448	11.6071	0.565574	7288.32
51	241.617	9.07227	3.09097	7.61234	2.70716	13.2756	0.0123194	81.3703	6.1823	6.25735	2.10559	0.462033	0.801574	0.640664	0.868681	20.2578	5.20459	0.143583	0.255413	4.05765	7.92599	31.1352	0.594268	55.8046	1.92625	0.183673	241.617
52	1.98801	8.74985	2.71137	12.3834	6.56998	16.7891	0.0108284	81.5995	10.0095	8.74154	1.25515	0.174369	0.666	0.758101	0.773163	16.4355	4.96235	0.20372	0.0987535	5.61565	6.13158	38.8838	0.316103	25.0062	19.1585	0.121343	1.98801
53	467.067	14.3295	1.90523	7.92865	2.75909	8.14584	0.00455676	63.6998	9.62286	5.99879	2.42759	0.258634	0.437341	0.844156	0.510747	22.1569	4.87074	0.371981	0.175903	10.3244	3.02019	52.4557	0.432311	50.525	18.2436	9.87998	467.067
54	57.3134	12.0738	3.29029	8.22975	2.68314	13.8904	0.00900564	90.1211	9.28312	3.1079	1.47573	0.51082	0.485913	0.712485	0.557183	20.4825	2.98097	0.618532	0.20906	7.03609	5.00366	39.8192	1.03713	56.0812	3.62616	4.6541	57.3134
55	514.657	15.6842	4.19545	14.138	4.90981	14.9051	0.00487018	83.297	3.80874	8.74273	1.12262	0.505548	0.326269	0.687569	0.818535	20.351	5.14708	0.637266	0.123937	2.63785	4.79402	26.4445	0.348403	18.224	0.113494	0.1606	514.657
56	1400.19	19.5529	3.38828	11.6384	4.90536	6.78627	0.0190213	72.1795	12.4469	2.81802	1.17148	0.471638	0.777519	0.69424	0.330821	19.3517	2.72617	0.511284	0.48119	6.29625	11.7276	38.133	0.665336	16.4391	16.4387	2.5783	1400.19
57	544.128	20.1835	1.52847	9.1793	4.49969	11.9525	0.00611545	65.8818	7.5556	9.72738	2.15092	0.203633	0.578516	0.676661	0.5828	21.9897	1.58377	0.468777	0.223153	4.08962	11.087	22.0686	0.755542	21.6173	0.306173	23.4121	544.128
58	3289	8.74359	2.88873	9.27741	3.37158	6.08112	0.00639316	70.4077	3.46521	9.67819	2.57879	0.383981	0.4464	0.733804	0.414759	20.0091	6.42992	0.391851	0.233572	4.05306	9.37082	27.5882	0.387846	45.5444	33.8461	1.00092	3289
59	832.22	8.82955	2.56268	15.1367	3.7927	8.49403	0.0119384	74.5261	8.1025	10.3357	1.54699	0.490195	0.346418	0.697997	0.640746	15.4874	1.22978	0.350006	0.132262	3.2341	9.51059	40.9151	0.956852	44.1182	0.115482	10.4412	832.22
60	2726.78	17.0103	2.77872	15.4037	4.59343	9.21359	0.0272894	82.2803	3.23304	7.12045	2.09115	0.0684206	0.385973	0.744806	0.23322	16.5521	3.05771	0.280375	0.63897	3.59962	3.29688	21.6802	0.404876	40.5648	4.19559	12.4611	2726.78
61	6067.86	11.2069	3.31974	11.6238	3.63452	6.79086	0.0115723	75.5343	5.17055	9.91309	1.42823	0.204929	0.709489	0.67574	0.257895	23.681	2.5382	0.331714	0.53523	5.18589	5.21891	24.7189	0.390717	61.2047	0.412265	1.94534	6067.86
62	8847.58	16.1879	4.48691	9.6258	3.10167	19.9763	0.00243431	71.0062	7.23264	7.59904	2.90302	0.463658	0.41022	0.702798	0.542826	18.4651	3.59419	0.673128	0.628742	5.24407	6.32616	38.9226	0.268412	53.6547	0.360277	0.970015	8847.58
63	1097.19	15.3351	3.42461	14.5097	3.48046	12.9845	0.0141334	94.339	9.22488	9.01735	2.5074	0.431194	0.680114	0.744265	0.566758	19.1513	5.89188	0.564983	0.0996766	4.78865	8.63828	40.9836	0.736668	51.4487	5.12957	3.80564	1097.19
64	337.902	8.32513	2.97677	16.2564	3.38347	6.97076	0.00477459	86.2292	9.66663	8.60588	2.51124	0.538857	0.414875	0.798405	0.0572782	18.7615	5.36921	0.359941	0.310766	3.58372	6.63463	27.704	0.655403	34.0682	4.02425	15.6584	337.902
65	123.509	7.20115	2.87756	10.6537	3.75056	5.98214	0.00605012	74.7573	8.66888	3.86217	2.68066	0.369866	0.888042	0.775774	0.341332	19.1638	7.16414	0.176578	0.112745	6.30739	12.5059	36.3673	0.602602	42.1543	0.430917	4.09933	123.509
66	102.543	13.4465	3.97511	7.65798	4.2066	10.2788	0.00846835	89.7065	13.5358	9.60162	1.78276	0.0986167	0.656416	0.703528	0.689593	18.1553	5.07139	0.236477	0.211194	5.7422	3.59018	28.7801	0.595963	43.9078	1.07103	4.00303	102.543
67	6166.3	7.90478	2.1361	13.036	5.46272	6.16761	0.0036674	97.2778	9.89833	2.80456	1.48864	0.284018	0.0392138	0.606319	0.486334	20.4937	2.37338	0.112533	0.380541	10.1292	3.01479	38.7295	0.461464	59.8681	2.17821	26.6773	6166.3
68	5651.46	15.4775	3.18653	7.52516	5.03786	21.9299	0.00660184	61.448	10.1732	5.2595	1.39761	0.258083	0.707074	0.657245	0.613437	16.9259	6.05353	0.461853	0.0788772	2.03193	7.86793	34.5691	0.777106	47.2503	1.01226	0.59408	5651.46
69	194.959	15.0114	2.70187	9.72091	5.10953	14.6469	0.0186496	86.6437	3.73244	11.0108	1.24539	0.0720534	0.688224	0.781979	0.675018	18.9444	3.96709	0.520203	0.328914	3.03155	3.05576	37.8475	0.457085	33.0939	0.250366	1.4311	194.959
70	2346.72	18.8315	3.61671	11.3434	3.7524	9.32516	0.0139359	95.9655	5.26682	3.42901	1.28954	0.289033	0.731588	0.659549	0.486231	20.4408	4.80534	0.393328	0.3449	3.2909	13.951	45.5466	0.927906	56.6318	2.89247	2.00374	2346.72
71	4392.78	13.6137	2.64754	11.1219	5.83582	5.36226	0.00488467	64.325	7.9249	5.51391	2.34411	0.220094	0.490176	0.792955	0.522095	17.7024	3.27494	0.0608134	0.170661	1.22246	7.39354	31.0417	0.768504	26.5154	0.134981	1.51098	4392.78
72	1173.44	20.3321	2.91634	12.4464	5.23335	7.61618	0.00371171	83.6736	4.47739	9.65226	1.27187	0.474762	0.709875	0.6506	0.412648	18.2894	5.20071	0.295162	0.139806	1.87141	6.2059	33.4761	0.892604	56.2825	0.161754	0.117292	1173.44
73	7.9485	16.8848	3.00513	17.9606	3.09419	6.54954	0.00491964	68.0103	7.16012	9.81526	2.34132	0.256843	0.885424	0.651237	0.761669	18.0127	4.40645	0.812826	0.188804	5.92275	4.93008	24.9925	1.04988	63.2046	21.3494	9.98879	7.9485
74	919.647	10.9917	2.85577	15.4306	3.08953	10.5708	0.00541481	96.2401	8.78683	10.9901	1.39029	0.178076	0.30168	0.647932	0.485637	17.4228	2.38626	0.359325	0.322899	6.11965	3.40499	28.8247	0.679064	24.747	0.105105	5.0595	919.647
75	991.966	13.0178	4.19293	15.6466	2.56209	5.94003	0.0188196	102.673	12.2543	5.33268	1.56376	0.23143	0.555841	0.672955	0.448284	16.5738	3.94144	0.419773	0.101337	7.02266	8.03587	36.9687	0.788325	70.3973	0.286518	11.9402	991.966
76	9250.61	12.8574	2.37023	17.3771	4.74181	11.3041	0.00892774	68.2035	3.04976	11.6752	2.89082	0.136736	0.529178	0.653112	0.548072	23.9928	3.91303	0.632323	0.209676	13.2539	5.14476	33.7919	0.765074	28.442	2.14995	0.646111	9250.61
77	503.68	15.1431	3.67355	12.4545	4.71374	12.416	0.0167757	93	2.82408	9.87094	1.65808	0.104434	0.21913	0.640369	0.164986	18.5875	5.12755	0.586779	0.2795	3.91266	5.33625	37.7862	0.597198	30.9648	7.99956	0.20645	503.68
78	437.411	11.4172	2.81058	19.4408	4.36055	7.5469	0.00458656	73.3586	8.64423	5.85008	2.79073	0.490827	0.0824143	0.835486	0.479353	18.8078	1.00326	0.342022	0.932005	9.78243	5.91937	49.9125	0.183564	45.0887	1.71013	0.494741	437.411
79	1223.87	15.9625	2.3369	7.24572	3.85044	24.5691	0.00590063	62.8519	7.97998	7.45334	1.72871	0.289429	0.353528	0.727412	0.817022	20.2971	5.22396	0.465741	0.103745	7.53996	7.56356	32.3119	0.848565	52.1425	0.261828	0.106337	1223.87
80	46.976	18.8777	2.35676	19.3192	3.54222	12.242	0.016764	71.2997	5.67084	8.34347	1.8812	0.486684	0.307257	0.67664	0.571873	18.2882	3.75028	0.684946	0.569423	11.7271	4.49172	54.8806	0.71456	35.6315	11.9959	7.45407	46.976
81	352.267	9.54387	2.49984	15.2529	3.64371	8.86214	0.00876124	97.1972	4.46614	4.44026	1.7116	0.394382	0.229165	0.842539	0.295644	21.0635	4.3312	0.391536	0.4494	12.3463	9.96058	21.2236	0.471953	51.1339	4.90913	1.04808	352.267
82	318.36	15.5519	3.59751	19.5812	2.80364	8.64877	0.00509777	82.7852	4.51193	7.08149	2.46513	0.210239	0.589582	0.77027	0.510797	17.7615	5.35691	0.684835	0.557267	5.93004	4.03567	26.1329	0.673307	37.647	26.6428	0.179312	318.36
83	660.908	15.7846	2.27526	8.46272	5.04192	17.7283	0.0181074	66.4336	11.0876	4.73685	2.01865	0.501612	0.562729	0.676683	0.406348	18.4084	5.92458	0.328797	0.20666	11.2311	6.03238	29.7682	0.822794	39.7714	1.7718	4.84744	660.908
84	2948.31	17.6204	3.27028	13.7958	4.50742	8.79455	0.0143874	89.2989	11.3602	6.35261	2.48032	0.343873	0.511441	0.722841	0.764066	18.2698	3.46169	0.190883	0.475528	7.44862	1.94747	43.6815	0.700831	34.8778	0.2971	2.40484	2948.31
85	246.864	11.3107	2.99175	7.06983	2.76507	14.9566	0.00612763	86.2681	6.39456	9.38985	1.33249	0.569757	0.459895	0.671831	0.420577	18.3612	4.01892	0.439067	0.0810859	6.62771	6.38237	36.5591	0.86213	25.7119	0.451903	0.105037	246.864
86	477.823	9.01525	3.19854	8.67212	2.05798	5.25911	0.012812	74.3923	5.79818	9.64082	1.86963	0.29509	0.328363	0.854706	0.501474	21.1973	4.36032	0.420533	0.449392	13.7223	5.37125	48.2528	0.546452	33.5569	0.129639	0.289433	477.823
87	3.27661	19.2856	1.92427	12.518	3.37259	8.9136	0.00993465	65.2019	8.28887	6.64697	1.44851	0.105578	0.60577	0.647898	0.108118	18.5128	3.13278	0.743442	0.435086	6.84849	8.14215	37.7594	0.341433	49.14	0.221587	23.8722	3.27661
88	613.4	14.6141	2.59229	16.3105	3.14778	8.1203	0.0196341	89.6697	5.49036	10.0924	1.6084	0.487049	0.419043	0.792345	0.135265	18.509	3.24359	0.332083	0.446153	7.76457	7.85935	44.4542	0.827821	66.5539	2.29859	14.623	613.4
89	30.5159	9.19187	2.81631	15.1944	3.93633	10.1638	0.00419882	67.4797	8.2527	4.95419	1.66877	0.29457	0.44412	0.777665	0.602846	19.3062	5.97843	0.133236	0.505676	11.3406	3.13626	32.4773	0.812277	25.8598	5.08582	3.23023	30.5159
90	9877.68	8.61307	1.7806	13.0282	5.58846	13.1463	0.00900203	85.0193	8.44025	4.189	2.1702	0.203295	0.650506	0.695659	0.126689	18.9192	3.56081	0.453669	0.163188	12.6114	11.5596	48.6077	0.369659	50.6937	3.1419	2.48935	9877.68
91	1680.82	11.8597	3.07665	15.0906	3.6841	19.8601	0.0230656	70.2863	10.5058	4.81524	1.43245	0.322807	0.0649482	0.667481	0.239247	18.2505	8.08688	0.482586	0.257296	3.35053	1.83981	50.1421	0.643176	36.5995	0.210974	0.399133	1680.82
92	655.894	14.4764	4.43401	14.249	2.13637	7.9844	0.0123597	72.8794	3.00301	9.60421	1.96258	0.333819	0.178408	0.866649	0.481595	18.6368	3.52566	0.619969	0.107062	4.00351	10.2061	22.3366	0.357813	28.7817	0.423434	1.76054	655.894
93	1826.71	15.0107	4.11421	14.2494	5.95577	14.6715	0.0102121	104.414	4.73845	9.26052	1.69608	0.332561	0.328177	0.782008	0.332047	17.8122	5.10533	0.174203	0.164079	4.10123	12.3911	30.5534	0.940572	51.9585	1.92491	0.256104	1826.71
94	148.226	18.9079	2.38065	13.2749	4.08885	17.0082	0.00818015	81.3152	5.87966	9.44394	1.89085	0.217682	0.252373	0.671744	0.536901	17.7106	2.74296	0.315987	0.206766	1.6948	2.48179	41.7057	0.596503	50.6684	10.7409	7.18748	148.226
95	229.9	17.5569	2.75411	16.6277	3.7399	10.8034	0.00572428	85.6878	2.62476	9.87222	1.17708	0.123901	0.795314	0.676612	0.16093	20.8303	6.71349	0.117961	0.48663	6.81251	3.69661	41.7541	1.04151	28.9953	0.111857	0.664959	229.9
96	1211.82	13.3536	2.62303	15.1531	4.6248	11.7243	0.00621614	77.8631	8.83094	8.61965	1.48239	0.503184	0.24204	0.605616	0.435228	16.9863	5.91647	0.416541	0.184709	2.97029	8.90314	30.3911	0.61117	36.2639	5.13933	27.6875	1211.82
97	309.727	10.222	1.9951	13.2863	3.75486	5.58302	0.0159014	96.2388	3.85364	4.91739	2.81417	0.426499	0.469166	0.773833	0.512173	20.3046	5.60773	0.613188	0.366416	9.70628	8.42867	34.5385	0.838579	50.9092	1.05293	10.8143	309.727
