Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
22	5284.27	8.49893	2.73178	15.8391	4.94551	8.75701	0.0151593	81.8674	7.23871	4.74208	1.23386	0.485214	0.755079	0.208549	20.349	5.01193	0.882765	0.193581	7.88817	4.50899	42.618	0.555185	30.2225	26.6328	10.1621	5284.27
23	1288.38	8.3813	3.82692	19.8663	5.37955	10.1407	0.0143652	78.577	9.66461	2.7828	1.28825	0.300005	0.709734	0.585002	17.2523	5.62436	0.387179	0.252961	9.64254	11.9953	36.7779	0.469456	41.3138	12.9645	12.7992	1288.38
24	1183.24	13.2491	3.23224	10.5787	3.61718	10.0105	0.015739	90.4849	5.5732	4.77344	1.37732	0.502874	0.845348	0.463567	15.6594	5.03503	0.623304	0.432984	9.1238	7.80647	38.7458	0.700092	48.1518	18.3577	10.5484	1183.24
25	1348.04	7.61	2.3749	11.5463	4.9884	13.8927	0.0216682	128.147	8.08852	11.4261	1.4281	0.529361	0.734355	0.478093	19.8454	5.99037	0.219806	0.462714	11.4784	6.00392	35.1244	0.538732	19.6332	17.5786	21.6626	1348.04
26	4563.38	9.01535	2.90522	14.1518	4.71354	11.367	0.00904727	111.245	8.79463	7.60287	2.28021	0.715166	0.837409	0.485503	19.2028	5.81224	0.954727	0.186641	6.71028	12.4032	44.4319	0.768719	50.4346	5.53338	21.4447	4563.38
27	9424.88	15.0267	3.33092	7.24491	4.76852	13.521	0.00441674	68	8.57096	10.1127	2.36422	0.254484	0.79063	0.501366	15.9581	3.72194	0.634978	0.399276	13.9398	4.50908	21.7172	0.615787	38.3842	27.7412	28.0043	9424.88
28	1133.78	13.3031	3.56702	11.4045	2.59285	8.79598	0.00775443	137.848	7.84467	3.6878	2.27128	0.717714	0.738444	0.506068	20.3932	4.68219	0.329059	0.149333	13.4194	3.93448	20.3163	0.603762	29.9469	11.1242	28.84	1133.78
29	1255.55	12.0717	3.49918	17.9636	5.70721	11.6669	0.0132438	107.467	9.16465	7.7122	1.57341	0.313577	0.725821	0.639661	17.8856	4.83643	0.633015	0.379796	8.07572	7.5941	36.7691	0.732291	6.77288	4.80906	19.6638	1255.55
30	7832.12	14.4433	3.00949	11.2592	4.49944	12.5695	0.00553278	107.168	9.08241	4.30598	2.23099	0.294966	0.739605	0.118621	22.0419	4.6718	0.851245	0.436925	6.20655	1.53224	31.3269	0.53758	50.3966	37.7987	30.9265	7832.12
31	328.472	11.2435	3.51552	18.3457	4.38112	12.4816	0.00218153	117.159	10.9467	5.02105	2.23523	0.258612	0.650504	0.123326	17.1164	3.9715	0.938115	0.323774	4.0799	7.49527	20.6348	0.921052	16.7736	17.5414	10.5226	328.472
32	204.589	14.2119	3.05681	12.1137	5.11189	13.3395	0.0470838	102.949	9.21707	9.79325	1.12948	0.714704	0.791708	0.570893	18.4664	2.86892	0.702988	0.121534	8.26893	5.71977	37.299	0.556744	41.7332	17.1445	9.45312	204.589
33	1212.06	19.6445	3.05341	14.3872	4.77432	10.8358	0.0157982	87.6663	11.3261	9.3788	1.28996	0.635421	0.706497	0.602218	20.4334	5.35922	0.752907	0.154595	13.7874	9.66153	38.6536	0.873085	53.6607	9.20631	19.949	1212.06
34	93.1655	11.9677	3.86197	11.9166	3.81614	9.57106	0.012223	119.134	7.22098	7.64858	2.9495	0.608886	0.606689	0.468959	18.8342	3.67186	0.742188	0.326638	4.45428	7.56619	27.9261	0.359678	39.0704	6.66497	27.0091	93.1655
35	5199.12	7.48279	3.33547	8.6013	4.2907	6.07569	0.00766171	86.1526	8.28792	3.01145	2.73634	0.469401	0.613752	0.677962	15.989	5.45572	0.684695	0.0910948	4.9177	3.0862	38.0073	0.89683	28.6343	6.46786	22.1706	5199.12
36	661.034	13.4497	4.03738	16.9103	2.56506	11.9474	0.026119	82.3023	9.05863	8.05279	2.06226	0.720945	0.69788	0.29282	22.5096	3.63204	0.680144	0.342274	6.84361	3.28779	52.8947	0.744756	28.8377	4.84056	11.4141	661.034
37	2.14164	17.9511	2.5076	9.4775	4.88125	18.3136	0.00435681	95.4185	3.33959	4.40454	1.72399	0.711422	0.753884	0.156191	20.4816	4.94692	0.974959	0.147696	12.3885	8.06311	23.8669	0.672863	32.9686	15.5903	17.46	2.14164
38	92.2679	17.7363	2.89102	7.75418	5.97585	7.13262	0.0285148	130.707	5.17516	8.23902	2.65167	0.464529	0.646261	0.159301	19.076	4.37166	0.489066	0.424203	6.25278	8.29761	24.8669	0.623144	21.0316	12.0876	8.73102	92.2679
39	436.897	12.3772	2.48947	16.0008	3.7838	9.46071	0.0183695	85.1377	8.60965	7.57539	2.23266	0.743084	0.744075	0.379715	19.0965	4.72353	0.928516	0.507019	7.33772	4.32674	38.7018	0.847163	36.7342	18.7089	17.8666	436.897
40	121.05	12.0837	4.28614	16.3551	3.35885	12.1884	0.00831839	61.9781	5.98872	2.91443	2.67587	0.467007	0.633602	0.711976	17.54	4.34358	0.432583	0.317251	6.35673	3.98479	37.5702	0.557929	47.1342	20.5227	34.0074	121.05
41	693.446	11.5488	2.08461	14.6267	3.97902	14.82	0.0148668	99.5773	8.46908	9.13171	2.54382	0.737194	0.870691	0.149444	16.8448	5.69541	0.407512	0.234765	3.9744	6.75521	51.5804	0.330724	37.3497	4.00972	25.5886	693.446
42	479.198	15.9545	3.24369	9.64578	3.81551	14.7479	0.0179258	83.2775	8.48907	5.64269	2.94318	0.628283	0.747209	0.342031	18.4386	6.074	0.224323	0.219864	4.70358	6.19322	30.8796	0.520373	53.8168	38.0389	8.91371	479.198
43	7198.31	13.8379	2.68273	12.1654	4.51577	12.4946	0.00766301	96.2815	3.20448	11.0996	2.35148	0.396931	0.711944	0.659676	21.6238	3.81939	0.408717	0.479444	13.2186	5.42646	41.3122	0.917716	28.1436	6.6719	13.7752	7198.31
44	563.836	19.3453	2.40702	15.9679	4.49867	12.0019	0.00636778	110.398	9.77569	11.1259	2.50527	0.612541	0.686623	0.617536	15.2155	2.35944	0.650629	0.353817	2.26034	5.19797	52.0328	0.428118	33.7835	10.1829	16.4891	563.836
45	681.288	16.7537	2.71566	14.557	3.82406	12.5786	0.0124761	85.3654	8.65737	6.9334	1.05475	0.295543	0.618311	0.195028	18.0661	4.47159	0.48635	0.300405	2.64811	4.61265	30.4753	0.341621	45.1863	11.2371	18.3975	681.288
46	265.15	11.7686	1.82815	11.2042	3.53744	6.50227	0.0298045	128.025	3.3819	7.6861	2.08835	0.51719	0.813716	0.530933	17.5809	2.46082	0.810537	0.133244	4.47304	8.19982	40.8455	0.639931	51.4132	24.1486	16.5532	265.15
47	45.4522	7.76316	2.3193	14.7551	2.59553	13.3706	0.0038912	112.52	6.01615	7.3213	2.08287	0.759567	0.799916	0.742785	15.8967	4.68719	0.54013	0.441228	3.43761	10.0298	39.3872	0.567129	13.6023	11.3333	26.5892	45.4522
48	614.941	18.5349	2.88174	11.8998	2.28666	6.45033	0.0110853	96.97	10.9964	11.3197	1.52778	0.577116	0.853314	0.673081	14.3188	5.38506	0.558386	0.0639658	11.9906	7.24645	36.9982	0.82135	53.587	18.7556	24.1809	614.941
49	121.101	20.6679	3.38832	10.9306	4.16632	10.9223	0.00567426	82.6273	6.38639	4.81525	2.78867	0.463752	0.755225	0.817069	14.3135	4.11618	0.579492	0.221057	5.00018	5.70592	26.8584	0.926732	45.9715	14.6618	12.8408	121.101
50	79.3314	10.5418	2.7956	16.2928	6.64406	5.72768	0.00725223	84.1332	3.04285	8.82227	1.86606	0.225373	0.701406	0.591777	15.2344	5.10318	0.191553	0.172519	4.94639	6.77966	37.8604	0.628882	24.9963	18.7872	37.9454	79.3314
51	617.517	10.3046	2.24746	7.86889	3.5605	11.6731	0.0165531	106.298	6.81158	9.13418	1.07177	0.713704	0.785688	0.576422	14.0527	4.56814	0.610571	0.535015	5.67186	5.69595	32.5107	0.414634	54.3164	10.8128	19.5603	617.517
52	275.481	11.5892	3.31722	8.78769	3.61506	8.08845	0.00919269	74.7535	5.47437	6.73197	2.64296	0.757109	0.686268	0.553876	17.2769	4.0004	0.889354	0.189767	8.59491	8.51185	23.0878	0.513803	37.4533	15.6156	13.2856	275.481
53	828.14	13.1398	3.27391	10.4542	5.71241	5.3853	0.0073654	110.817	9.10734	8.97471	2.23255	0.723484	0.620787	0.309704	19.9885	3.95739	0.447241	0.151878	11.3842	11.5491	21.4123	0.564448	41.9062	12.083	12.5797	828.14
54	2168	17.8514	3.6225	19.7174	3.60858	7.51796	0.00984645	94.0778	8.67039	4.15953	1.13126	0.329161	0.857302	0.0355147	16.4388	3.45769	0.768201	0.0796374	6.36753	5.18176	35.1925	0.73089	35.3967	23.4533	10.8018	2168
55	1220.18	14.6728	3.86382	10.6248	5.02568	12.3343	0.00613184	120.215	9.36617	7.7635	1.26623	0.558733	0.900589	0.351793	16.7534	4.31497	0.495717	0.371492	5.02932	7.17876	40.0667	0.537389	30.0572	7.78484	15.5396	1220.18
56	25.7422	7.54803	2.80045	18.4067	3.30999	8.00394	0.00899995	124.267	6.25735	5.21991	2.10559	0.625887	0.786517	0.630319	16.4741	3.00139	0.384694	0.358333	6.75622	11.5109	42.9054	0.849095	53.4916	13.6916	19.8868	25.7422
57	163.414	17.2453	2.15731	12.9251	3.75817	9.47394	0.0037069	86.3003	10.8337	7.34448	1.91553	0.444722	0.722955	0.372276	16.5317	5.45535	0.767949	0.141528	8.04875	5.84438	46.9247	0.745168	18.7113	5.17748	14.5217	163.414
58	464.46	8.6934	1.83122	9.95995	4.77933	7.27884	0.0114305	97.4353	6.39148	7.23826	1.75089	0.451158	0.663473	0.291757	18.2616	4.22387	0.525211	0.171768	6.2198	12.8317	27.2945	0.839858	50.0414	4.71135	25.9552	464.46
59	36.5694	11.2111	2.63763	12.09	4.14522	8.33312	0.00661111	133.247	7.36352	8.10657	2.07358	0.39857	0.693642	0.391758	21.3178	5.14927	0.540489	0.128271	12.5515	8.97674	38.5042	0.921287	16.0354	12.5387	18.6364	36.5694
60	3164.96	14.2049	2.15584	12.2445	4.76104	6.705	0.0360395	72.2366	12.0924	8.51541	1.98817	0.67333	0.800603	0.514357	16.5175	3.43082	0.196909	0.217151	6.27978	2.27377	39.2028	0.594894	45.2851	4.79585	17.4756	3164.96
61	209.066	12.1256	3.36848	19.8213	5.66663	17.0468	0.017005	140.872	6.08706	2.28607	2.41257	0.640702	0.758091	0.502026	16.8012	4.22703	0.326269	0.508274	1.9094	6.4221	49.2951	0.822483	45.0995	8.12271	18.4902	209.066
62	97.2034	19.29	2.30653	8.96111	2.59201	8.01371	0.00131363	74.8487	2.98299	7.43856	2.76586	0.6252	0.604385	0.761818	17.4132	2.12083	0.0923633	0.0751374	5.65484	6.78379	37.5938	0.482025	42.217	7.53703	12.6455	97.2034
63	275.826	10.4612	3.41248	11.9734	5.5061	9.8796	0.0151109	116.366	5.6852	8.58959	2.69863	0.509684	0.802497	0.347974	19.829	5.99386	0.41553	0.796784	10.5102	7.08042	32.6251	0.911202	32.5724	21.957	38.7155	275.826
64	2489.92	8.267	4.30218	10.9798	3.04771	15.0529	0.0210815	85.0832	4.67383	8.99033	1.51985	0.319428	0.751706	0.512171	19.1694	2.24956	0.559899	0.389897	3.34155	12.683	22.5688	0.957844	17.6297	15.7222	39.3519	2489.92
65	61.2729	12.7766	2.81074	13.7837	4.30134	12.0409	0.0120358	74.9249	8.29817	11.2153	2.75809	0.740089	0.909795	0.285785	17.7156	4.93173	0.4665	0.732236	3.51917	2.72034	26.2893	0.491432	21.5613	33.6709	26.8879	61.2729
66	497.924	17.556	2.42765	16.7235	2.53211	8.35094	0.017273	77.6374	9.30193	10.5276	2.8996	0.495995	0.761735	0.0507915	19.5835	5.96827	0.524976	0.339664	12.2764	8.64224	37.6813	0.589794	39.2716	9.49837	18.6563	497.924
67	3921.3	10.5025	2.74244	15.2974	3.9737	23.5536	0.0390922	63.8552	6.80576	10.869	2.60341	0.650741	0.640952	0.818225	16.5313	2.12979	0.688842	0.987364	4.00417	13.4367	33.4288	0.612647	21.6229	8.15254	12.4318	3921.3
68	4876.53	12.1641	2.62687	11.4404	5.32976	14.092	0.0234693	61.4188	5.90691	2.93593	1.81131	0.725197	0.754578	0.181225	16.8535	3.93396	0.709489	0.139283	3.51165	6.1555	26.1548	0.705601	43.8303	13.6233	8.61975	4876.53
69	369.179	8.92246	2.56959	17.7341	3.97193	5.22729	0.00970312	138.046	13.1035	4.97548	1.91002	0.373793	0.644067	0.599998	19.1517	6.15353	0.185237	0.185563	7.15333	5.92692	23.902	0.6399	44.0144	32.1846	11.4554	369.179
70	8.06396	7.31004	2.71098	8.05821	3.41466	12.5529	0.00278353	81.3401	8.41189	6.0243	1.75846	0.58367	0.902123	0.552936	20.5089	3.6514	0.465956	0.216729	3.98729	7.14911	29.5501	0.490247	54.7511	24.3194	33.2735	8.06396
71	9247.22	12.8114	1.86525	7.63358	3.38866	8.00845	0.0123404	114.501	8.20629	9.76017	2.31441	0.405758	0.651222	0.328958	19.0756	5.30738	0.797919	0.608087	8.28026	12.0289	35.0953	0.649536	16.7848	12.7894	38.8702	9247.22
72	4009.22	17.0102	3.44909	16.8706	2.92217	11.2687	0.0169026	136.489	6.66282	10.6573	1.21174	0.627118	0.699431	0.573879	14.3767	3.34399	0.461613	0.14267	3.35507	10.2934	26.8894	0.864673	14.2828	5.22737	14.2162	4009.22
73	5966.36	20.3258	2.20433	17.9674	4.75774	8.08114	0.0119204	141.301	3.50505	8.3745	1.01595	0.270226	0.684969	0.737853	19.9117	4.05733	0.832064	0.275288	9.46133	7.43909	34.5891	0.638919	32.4665	17.3773	19.2872	5966.36
74	35.5552	19.2038	4.12274	7.80824	3.65978	15.3346	0.0196868	91.3904	5.38803	5.98613	2.40673	0.463845	0.67466	0.401269	15.4375	3.70741	0.777067	0.103964	7.22344	5.30286	47.9154	0.944973	52.0504	9.22617	12.8702	35.5552
75	246.587	9.15521	3.59511	12.7826	5.25095	9.76259	0.00173664	90.8397	9.94048	3.72523	2.25557	0.703115	0.713217	0.676623	20.2927	2.56351	0.395049	0.269213	7.26316	9.02981	45.8111	0.492207	27.3362	8.33911	16.0568	246.587
76	3622.92	10.6741	3.84687	12.4643	4.69537	6.93163	0.020405	122.988	9.43409	8.46181	1.69857	0.69503	0.790424	0.46955	20.5722	5.25306	0.287701	0.30191	4.70959	6.35289	49.5567	0.390515	20.8335	19.7413	20.0173	3622.92
77	8134.62	14.1608	2.99082	13.5155	4.27142	7.55032	0.0148237	102.38	3.51232	10.9083	2.15213	0.468081	0.739578	0.44929	16.7905	2.57527	0.312826	0.219309	3.1042	9.04936	35.4339	0.790779	51.4693	6.65069	9.37939	8134.62
78	466.308	16.4371	2.75553	16.6034	3.93171	19.3192	0.00831952	99.0737	10.2191	9.79354	2.02312	0.477879	0.796243	0.365566	18.3641	5.62388	0.425876	0.574951	12.5575	7.01063	34.9933	0.817602	34.9759	23.0305	15.8145	466.308
79	4102.89	13.4059	2.51362	17.6478	2.92003	12.9685	0.0111118	80.7438	8.16477	7.55258	1.72761	0.45667	0.636879	0.117702	19.2606	3.54867	0.748264	0.155854	6.31975	4.91115	32.8653	0.604835	45.3358	4.02346	23.8761	4102.89
80	66.8069	7.3958	2.95418	13.0613	4.4911	10.0853	0.00926125	127	1.50705	4.9852	1.00002	0.214031	0.615913	0.528735	15.853	4.70543	0.689192	0.198807	2.83928	3.62614	45.6677	0.60561	33.1231	10.8067	16.8031	66.8069
81	3591.48	16.9944	3.62245	9.07016	4.14011	9.7112	0.00771041	131.191	7.7815	8.44993	2.10478	0.437081	0.71855	0.0169946	21.4276	2.66703	0.508647	0.144839	2.35159	3.79608	34.5882	0.516721	54.0938	16.7061	8.44817	3591.48
82	2602.21	8.34032	1.83141	10.9748	3.75891	20.2802	0.00704297	70.8886	12.4199	7.71924	1.15925	0.570594	0.762826	0.441452	15.5354	3.89442	0.757169	0.157656	13.2325	7.12775	48.0106	0.353446	44.0095	20.0108	18.5542	2602.21
83	1204.57	7.26156	1.9913	7.05235	3.22228	6.31083	0.00616658	63.1338	7.66066	8.79949	2.35563	0.399816	0.745738	0.367133	19.32	3.50325	0.262221	0.187513	5.93376	7.08202	45.2704	0.807291	36.0147	6.17282	30.7951	1204.57
84	2329.14	11.2885	2.75267	16.2908	2.39563	13.5901	0.00863385	60.887	10.0644	6.18864	2.8471	0.476553	0.682541	0.744571	19.3217	4.85935	0.317581	0.387897	9.77343	4.8693	49.3335	0.836557	25.2612	18.3143	33.7481	2329.14
85	7506.25	8.53518	2.69942	7.11762	2.52192	9.54441	0.0167318	95.4692	12.7211	4.00057	1.41322	0.50283	0.68503	0.437848	19.1492	3.19612	0.243188	0.277536	12.0407	5.29435	52.6844	0.439003	39.2966	10.8577	31.7173	7506.25
86	1250.17	7.65833	3.28021	15.245	4.9029	15.0473	0.00381043	118.709	3.88865	5.26859	1.30703	0.292025	0.81022	0.170346	17.1303	2.58817	0.673302	0.23957	6.12345	6.3697	20.4707	0.537864	8.09638	4.97651	14.9159	1250.17
87	3357.51	15.6333	2.61989	12.4268	3.22412	9.60367	0.00225898	128.645	8.08164	4.91759	2.29627	0.674222	0.633017	0.755555	18.2691	5.75749	0.181581	0.191839	5.79622	10.2961	37.1352	0.895457	25.664	27.2799	14.7884	3357.51
88	60.4446	7.63345	2.79439	17.0836	5.2316	10.8393	0.00694821	83.9178	6.67393	11.8053	2.9089	0.56763	0.686583	0.20975	17.5531	4.52083	0.49547	0.626646	4.23257	2.04633	30.7313	0.793206	48.5221	9.37704	24.1316	60.4446
89	7460.25	12.701	3.22386	9.88007	3.48063	5.97807	0.0107714	93.3513	7.08506	9.71164	1.3213	0.695672	0.630354	0.394687	20.1969	5.44569	0.696948	0.35961	8.57226	5.08945	27.5071	0.41576	24.6744	4.25962	8.0881	7460.25
90	40.1939	10.6095	3.45202	19.2727	2.95614	9.50681	0.0157574	108.357	5.00879	4.3088	1.66533	0.420557	0.75489	0.292175	16.4109	5.08142	0.777549	0.223515	2.03837	4.30951	49.2358	0.635733	42.7842	4.27427	8.96307	40.1939
91	2424.56	7.31798	1.798	12.2548	4.84607	13.9366	0.0142294	60.6097	4.64511	9.68081	2.29974	0.400584	0.789424	0.26594	21.6259	2.59136	0.710526	0.285576	5.50267	4.34064	23.4912	0.347465	15.4418	9.07359	20.1814	2424.56
92	4574.78	20.8226	1.87338	12.5332	3.41011	8.23259	0.0167906	99.8163	7.49252	11.5624	1.96322	0.382754	0.850591	0.776916	21.1827	3.07583	0.324723	0.311713	6.02628	8.40382	53.5677	0.818608	5.46602	4.95049	9.81878	4574.78
93	69.0378	9.28526	3.6684	11.6267	4.67387	11.9155	0.0160444	125.6	6.35612	6.39132	1.93377	0.440349	0.746957	0.641802	20.1838	5.56713	0.177268	0.355377	5.61992	10.0712	51.4208	0.860325	34.214	28.0001	20.6388	69.0378
94	188.993	13.2298	2.87298	14.8458	4.09143	12.362	0.00761677	65.8246	7.43826	8.48177	1.89814	0.448181	0.704341	0.627038	19.0625	2.9435	0.732089	0.137568	10.4216	12.8301	30.5768	0.483381	24.9839	18.1514	23.4137	188.993
95	139.401	7.64257	1.74272	16.9831	3.71831	8.49897	0.0205193	127.213	6.33103	6.4446	1.48676	0.361378	0.630918	0.184643	17.8725	4.2341	0.5073	0.227942	5.60464	9.12671	38.753	0.433573	4.55088	14.4187	11.9222	139.401
96	5774.8	10.1262	2.56623	13.0008	4.48634	7.73587	0.00732752	74.4367	7.80755	7.2734	2.62617	0.666096	0.783604	0.766161	20.9206	2.64537	0.145765	0.212448	6.92066	5.89188	42.3734	0.597681	40.4104	15.9917	8.71457	5774.8
97	114.59	11.2434	3.23511	12.4116	4.55877	5.70201	0.0137496	92.1991	5.43693	2.75326	1.11286	0.542912	0.85431	0.727834	18.7116	4.67054	0.108213	0.35938	13.6634	9.86282	40.7384	0.436512	27.9781	17.3446	30.1023	114.59
98	9405.09	10.1939	3.50652	15.3309	3.5063	7.96573	0.016561	113.143	8.10054	4.35034	2.30244	0.697579	0.772527	0.76222	17.4769	5.15416	0.526028	0.164805	5.02476	3.12332	32.2772	0.715865	25.2163	8.63862	8.02955	9405.09
99	5979.23	12.1139	3.29164	16.0223	3.74164	5.03744	0.013877	99.9381	10.0499	10.0489	2.80445	0.308642	0.730039	0.700458	15.5567	4.41379	0.751686	0.498151	2.58869	5.93311	31.8763	0.772427	33.9125	13.6717	36.5399	5979.23
100	346.817	14.6593	2.57637	9.16017	4.31897	11.0078	0.0203778	73.8681	10.067	8.24294	1.86092	0.313881	0.625561	0.364219	17.1554	4.33068	0.419935	0.499442	4.65028	3.61123	19.7149	0.598036	36.8897	26.2676	14.6961	346.817
101	1484.66	12.6208	3.60568	15.4059	4.54584	5.48747	0.0118017	97.8379	9.96089	3.43273	1.67076	0.612072	0.668955	0.456058	14.3829	4.80605	0.0649482	0.199548	3.71218	5.90419	50.253	0.764579	34.4761	23.7109	36.1876	1484.66
102	24.9702	8.01712	4.18644	12.9143	3.67223	8.75354	0.00727884	84.505	12.9	8.05558	2.07607	0.524955	0.644485	0.596997	15.0695	5.51722	0.468705	0.164492	8.71892	3.70224	44.6343	0.685954	48.6744	18.4341	17.8973	24.9702
