Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
23	1288.38	8.3813	3.82692	19.8663	5.37955	10.1407	0.0143652	78.577	9.66461	2.7828	1.28825	0.300005	0.709734	0.5237	16.9322	6.6244	0.387179	0.252961	9.64254	11.9953	38.7561	0.461588	46.8794	12.9645	12.7992	1288.38
24	1183.24	13.2491	3.23224	10.5787	3.61718	10.0105	0.015739	90.4849	5.5732	4.77344	1.37732	0.502874	0.845348	0.404557	16.039	5.97494	0.623304	0.432984	9.1238	7.80647	40.3595	0.678595	50.8863	18.3577	10.5484	1183.24
25	1348.04	7.61	2.3749	11.5463	4.9884	13.8927	0.0216682	128.147	8.08852	11.4261	1.4281	0.529361	0.734355	0.418808	18.3862	7.02775	0.219806	0.462714	11.4784	6.00392	37.4088	0.52677	34.1751	17.5786	21.6626	1348.04
26	4563.38	9.01535	2.90522	14.1518	4.71354	11.367	0.00904727	111.245	8.79463	7.60287	2.28021	0.715166	0.837409	0.426079	18.0259	6.83145	0.954727	0.186641	6.71028	12.4032	44.9927	0.743168	52.224	5.53338	21.4447	4563.38
27	9424.88	15.0267	3.33092	7.24491	4.76852	13.521	0.00441674	68	8.57096	10.1127	2.36422	0.254484	0.79063	0.441642	16.2065	4.52786	0.634978	0.399276	13.9398	4.50908	26.4844	0.599273	45.1627	27.7412	28.0043	9424.88
28	1133.78	13.3031	3.56702	11.4045	2.59285	8.79598	0.00775443	137.848	7.84467	3.6878	2.27128	0.717714	0.738444	0.446256	18.6933	5.58609	0.329059	0.149333	13.4194	3.93448	25.3429	0.587958	40.2186	11.1242	28.84	1133.78
29	1255.55	12.0717	3.49918	17.9636	5.70721	11.6669	0.0132438	107.467	9.16465	7.7122	1.57341	0.313577	0.725821	0.577327	17.2873	5.75607	0.633015	0.379796	8.07572	7.5941	38.7489	0.708892	45.0811	14.6309	34.192	1255.55
30	157.141	14.4433	2.62844	15.4972	4.56401	7.07346	0.0148687	110.824	4.30598	3.9245	2.23099	0.579209	0.815781	0.512916	18.2324	4.2503	0.851245	0.436925	6.20655	1.53224	34.3145	0.525686	52.2017	37.7987	30.9265	157.141
31	328.472	11.2435	3.51552	18.3457	4.38112	12.4816	0.00218153	117.159	10.9467	5.02105	2.23523	0.258612	0.650504	0.0707345	16.856	4.80287	0.938115	0.323774	4.0799	7.49527	25.6024	0.886499	32.4994	17.5414	10.5226	328.472
32	204.589	14.2119	3.05681	12.1137	5.11189	13.3395	0.0470838	102.949	9.21707	9.79325	1.12948	0.714704	0.791708	0.509857	17.6129	3.58779	0.702988	0.121534	8.26893	5.71977	39.1806	0.543718	47.1251	17.1445	9.45312	204.589
33	1212.06	19.6445	3.05341	14.3872	4.77432	10.8358	0.0157982	87.6663	11.3261	9.3788	1.28996	0.635421	0.706497	0.540591	18.7159	6.33221	0.752907	0.154595	13.7874	9.66153	40.2844	0.841366	54.1143	9.20631	19.949	1212.06
34	93.1655	11.9677	3.86197	11.9166	3.81614	9.57106	0.012223	119.134	7.22098	7.64858	2.9495	0.608886	0.606689	0.409846	17.8192	4.47266	0.742188	0.326638	4.45428	7.56619	31.5435	0.358297	45.5648	6.66497	27.0091	93.1655
35	5199.12	7.48279	3.33547	8.6013	4.2907	6.07569	0.00766171	86.1526	8.28792	3.01145	2.73634	0.469401	0.613752	0.614906	16.2239	6.43855	0.684695	0.0910948	4.9177	3.0862	39.7578	0.863708	39.4495	6.46786	22.1706	5199.12
36	661.034	13.4497	4.03738	16.9103	2.56506	11.9474	0.026119	82.3023	9.05863	8.05279	2.06226	0.720945	0.69788	0.237031	17.0332	3.85553	0.462967	0.134384	10.2407	5.08498	29.1661	0.461168	52.4688	9.47904	22.9935	661.034
37	1515.71	15.8288	1.94829	10.2352	3.82597	12.4419	0.00189985	108.017	8.21819	8.58634	2.16071	0.672387	0.62407	0.670128	18.1203	4.26803	0.252057	0.248013	1.76441	2.70392	56.4344	0.43449	38.1544	8.21269	36.1315	1515.71
38	3167.33	8.96634	3.34727	13.4928	6.7362	10.0599	0.0169681	106.389	9.8214	8.06207	2.61022	0.600712	0.724534	0.322473	17.7939	3.7019	0.0553736	0.0878528	7.50563	10.6112	32.3218	0.578698	52.431	35.0386	14.4261	3167.33
39	1555.24	13.7773	3.84803	15.2037	3.48572	10.4388	0.0119259	103.162	7.5974	10.0603	1.11871	0.602249	0.801438	0.461299	17.7853	3.7344	0.487308	0.856843	2.72357	6.24364	31.2052	0.673551	37.6192	24.9236	8.02954	1555.24
40	5489.48	12.0631	2.17067	7.35608	5.74639	9.69378	0.0126901	85.8279	4.56144	2.51874	2.93337	0.630904	0.756767	0.533715	17.5504	3.52651	0.488496	0.311919	9.82902	11.4551	47.7457	0.568206	30.7071	24.4042	12.6001	5489.48
41	668.489	17.1333	4.25665	12.5464	3.18338	9.79393	0.0276105	91.7372	6.04154	8.32189	2.49977	0.259417	0.632916	0.408034	19.3044	6.5841	0.529428	0.106894	7.15913	9.71463	39.893	0.471107	42.7596	9.98605	39.288	668.489
42	62.0006	15.8305	2.75637	12.0734	3.42641	9.30874	0.00953844	75.8691	10.186	9.57169	2.24066	0.444291	0.683308	0.5901	18.6624	4.59789	0.62118	0.122722	10.5473	7.6042	40.6639	0.815761	40.5312	11.6067	25.3742	62.0006
43	4136.2	8.41069	2.17839	17.6972	4.91714	20.6265	0.00775209	111.138	11.0052	5.48968	1.44438	0.45023	0.682393	0.638884	16.8077	3.06069	0.541888	0.648557	10.3392	7.825	52.7268	0.57931	47.6821	8.90339	14.184	4136.2
44	333.657	13.6391	3.29084	18.9395	5.39961	5.16211	0.032314	77.1178	11.4962	4.32888	1.28716	0.264842	0.676366	0.536966	17.5238	6.1366	0.119006	0.311902	3.97366	3.02333	31.8166	0.624122	41.072	35.9028	11.2241	333.657
45	7087.53	9.31159	2.70168	14.3249	5.10205	5.66306	0.0065895	87.0561	3.14938	8.60725	1.89719	0.384698	0.813373	0.433859	15.6426	4.63817	0.651353	0.601859	3.03421	8.20246	35.6454	0.694062	44.375	4.33396	12.9447	7087.53
46	11.2469	7.21441	3.78698	12.5105	4.83412	6.92044	0.00639005	96.8471	9.01011	7.21724	2.09593	0.764154	0.674629	0.106964	16.6311	5.78864	0.79439	0.0944392	7.58541	3.21565	45.6908	0.784149	34.0356	31.901	21.437	11.2469
47	2160.37	20.7731	1.8726	13.8813	2.53668	15.8868	0.00491088	105.566	8.68605	6.22448	1.90459	0.221979	0.678883	0.449914	18.298	6.02438	0.880746	0.293683	9.14469	3.95341	27.4698	0.315357	32.2383	15.6251	26.21	2160.37
48	25.0942	10.1907	3.19291	11.2053	4.08611	9.15059	0.015465	79.4455	9.29162	7.63902	2.05515	0.60866	0.738506	0.689232	19.4453	3.7347	0.533149	0.141856	5.90361	6.07472	26.6893	0.569484	49.3071	8.84292	21.361	25.0942
49	693.333	14.3567	2.76154	17.9588	4.87909	8.21353	0.00815131	79.0187	11.1282	8.75089	2.12826	0.279889	0.839839	0.25654	17.5899	6.28688	0.844341	0.1002	10.6648	10.1287	33.8467	0.322761	44.1351	6.07278	20.0721	693.333
50	3253.63	15.7729	2.48257	14.1822	5.03417	8.16172	0.00968523	103.468	7.06658	4.91395	1.70395	0.45813	0.616341	0.189182	17.11	5.83808	0.0749155	0.364318	6.70181	11.4617	46.4537	0.784374	46.1912	9.22075	8.06296	3253.63
51	20.1618	18.0977	2.74885	11.7332	4.17265	20.8121	0.00810265	135.823	6.10774	7.15793	1.68707	0.309668	0.866588	0.64555	17.692	6.08654	0.527694	0.139423	6.57965	9.20365	47.7133	0.578575	45.3735	8.292	9.10678	20.1618
52	482.718	15.0095	2.07167	11.0115	4.29613	11.2119	0.00639337	74.9732	10.728	7.19268	2.183	0.792288	0.69181	0.580635	18.2702	5.29352	0.839737	0.0867842	5.15578	11.3236	42.4269	0.743255	54.7384	16.5324	26.2673	482.718
53	161.389	10.3505	2.29279	11.6646	3.28099	8.61329	0.0682888	122.953	9.67959	9.1048	1.719	0.644471	0.733574	0.413305	18.3276	6.72057	0.940936	0.274699	10.297	3.63141	25.3038	0.932616	35.8959	11.2199	13.6586	161.389
54	1948.84	8.0654	2.56102	17.3131	5.40154	5.12126	0.00909647	76.9826	7.7539	8.45759	2.81391	0.366671	0.757032	0.260746	18.3324	7.22178	0.761377	0.179862	12.0928	8.35045	30.3791	0.485329	46.8221	6.29357	11.8286	1948.84
55	946.607	17.483	3.3457	18.0781	5.34993	12.3258	0.0151272	75.6902	7.10914	8.83704	1.03336	0.421262	0.835046	0.355443	16.7344	5.01324	0.651299	0.154963	4.78404	6.29997	47.2647	0.555757	38.2978	14.2842	30.833	946.607
56	4260.25	20.4725	3.57483	15.157	3.16932	6.89366	0.0143333	134.62	9.55379	8.69226	2.87642	0.506181	0.782262	0.722022	19.4362	7.2929	0.807035	0.129213	6.92768	1.07607	32.0399	0.579411	30.2412	37.801	12.6422	4260.25
57	752.793	12.5258	4.41844	10.7033	3.72361	10.9754	0.00686649	65.6964	9.25582	4.53747	2.33833	0.388274	0.672873	0.508367	17.3913	7.03497	0.612195	0.778521	6.09924	2.67492	28.0119	0.768321	36.4722	39.811	15.7685	752.793
58	1559.16	10.5738	2.61509	8.76899	3.8077	9.65808	0.0083392	117.803	3.25409	6.2247	2.91672	0.391707	0.682951	0.683315	17.276	6.8095	0.292382	0.444973	6.17032	7.74131	29.753	0.483414	45.1645	5.43954	27.472	1559.16
59	1489.42	7.24649	3.60138	15.7186	4.56064	17.2758	0.00431456	145.788	4.1118	9.52731	1.70847	0.398068	0.750037	0.207947	15.7325	6.53294	0.409356	0.0963425	4.64359	9.9348	26.5977	0.604934	52.3285	4.77095	17.796	1489.42
60	236.979	14.9059	2.74148	8.68966	2.9847	9.38463	0.0289346	106.451	6.60309	8.62533	1.15761	0.364057	0.918026	0.226954	17.8003	6.19301	0.454483	0.0855055	5.66879	2.35552	42.4386	0.598483	33.7773	4.60651	16.9795	236.979
61	3809.88	18.4632	3.64236	18.6781	4.94061	5.32439	0.00272771	86.2707	10.8878	9.70658	1.361	0.54141	0.720632	0.629955	16.6054	3.9114	0.395458	0.0988235	1.91245	7.74648	41.586	0.628929	45.8957	30.5484	14.8617	3809.88
62	110.625	9.19667	3.62354	9.17808	4.19746	7.38864	0.0044955	80.7639	6.86421	4.03738	1.28342	0.570939	0.644064	0.208453	16.2404	3.00412	0.733741	0.144198	12.8726	5.16614	40.5285	0.617023	41.5372	8.30076	28.7926	110.625
63	2330.86	7.6184	3.77225	17.5456	2.44009	19.7002	0.0150146	90.4944	1.54595	3.82876	2.96538	0.512223	0.830546	0.395319	18.422	4.56546	0.307807	0.129203	10.0173	6.93025	36.1512	0.311223	36.8452	9.07938	11.5148	2330.86
64	235.277	8.80735	3.56883	9.58104	5.51747	6.28721	0.0106678	90.5395	12.3507	3.36181	2.09539	0.477113	0.905526	0.0652999	18.0461	5.70817	0.798892	0.343423	3.83338	5.35192	39.0531	0.931557	30.996	13.3735	38.2447	235.277
65	101.831	20.3288	1.83642	10.959	3.39742	6.92903	0.0107464	95.2317	6.09149	5.18328	2.6739	0.648941	0.655555	0.661014	15.9282	4.55242	0.634404	0.0740424	2.06622	8.49827	46.8095	0.687241	34.9996	7.87598	14.5918	101.831
66	120.634	17.9014	2.03109	19.9474	4.30405	11.932	0.00897832	95.2529	11.1048	8.44224	1.70791	0.789669	0.745949	0.449161	16.4318	5.11511	0.790926	0.0808969	4.64886	3.99202	50.0487	0.294358	53.3365	14.5703	20.1811	120.634
67	156.368	15.5591	3.63378	7.46303	3.06569	13.2181	0.00784491	91.7097	6.06426	10.9893	2.47185	0.309459	0.663564	0.103781	19.5678	6.79307	0.909231	0.211306	4.76077	8.82569	45.9056	0.43231	34.4361	4.07684	33.1041	156.368
68	652.41	17.9097	2.57384	9.92895	4.04363	8.39062	0.00745559	70.1424	3.55224	9.84047	1.47284	0.491304	0.860152	0.280542	16.3896	4.19772	0.404124	0.169655	6.35079	10.4181	51.4292	0.422541	44.3004	24.9611	39.3185	652.41
69	575.344	12.8965	3.26215	12.2448	4.22122	11.8139	0.00778575	82.73	4.03493	5.24397	1.93536	0.61215	0.747063	0.371439	18.4568	3.87655	0.589703	0.381648	5.03543	13.3183	44.3884	0.746197	48.2539	22.6862	16.9858	575.344
70	154.189	20.6783	3.81029	13.152	3.83334	7.81524	0.0217192	100.049	7.73981	9.89803	2.10035	0.23468	0.638866	0.313588	18.2763	6.54305	0.356269	0.330357	7.49425	10.9939	27.9182	0.422772	33.7504	14.5448	29.9853	154.189
71	7742.42	14.6878	3.09039	13.5804	5.23377	6.15724	0.0130182	90.1134	8.80918	9.1119	2.61641	0.654822	0.729458	0.652885	15.8839	5.03792	0.941375	0.581998	10.875	6.97243	37.1025	0.279992	37.4233	4.90519	8.45268	7742.42
72	250.438	9.1648	3.82335	15.7815	2.95406	8.62875	0.021346	113.271	6.06504	4.48676	2.47656	0.651548	0.647455	0.521893	15.971	5.96223	0.886837	0.446639	9.21756	6.09769	36.2292	0.739361	30.8571	19.9474	14.2348	250.438
73	2720.74	13.1022	2.96846	13.3391	3.76015	13.3543	0.0429775	137.028	3.88494	5.97934	2.02974	0.695445	0.704635	0.316296	17.2694	5.02638	0.81615	0.927273	5.18523	3.04503	29.8915	0.344969	47.6563	13.4031	9.55936	2720.74
74	1110.02	8.34099	3.83111	17.7715	3.39197	5.67205	0.00522387	65.5711	3.98347	9.67349	1.58892	0.491305	0.825095	0.440592	17.8439	6.80786	0.14192	0.117311	10.6552	10.1292	41.4295	0.434776	51.2283	13.0709	35.876	1110.02
75	1278.85	16.2755	2.94153	14.8367	2.90503	15.232	0.00238421	148.101	5.20282	5.34199	1.63812	0.611812	0.848901	0.0649562	19.7059	5.04644	0.402278	0.535736	12.2841	9.81254	45.4266	0.401502	52.6897	24.4762	28.776	1278.85
76	667.907	16.928	2.13988	14.361	3.42825	9.44838	0.00482839	129.459	3.81612	4.15248	2.38663	0.682067	0.833695	0.669145	17.9828	5.38702	0.688224	0.419912	7.67908	6.26692	39.0536	0.881031	41.5808	13.9052	19.519	667.907
77	191.562	10.6993	1.96726	15.658	3.14836	7.76975	0.00877238	127.26	8.11138	7.80754	1.73277	0.651618	0.67524	0.411197	18.5517	4.28408	0.395391	0.238442	5.82366	3.27619	38.027	0.829117	52.9486	12.9904	29.8802	191.562
78	775.163	16.2648	3.65069	10.1616	3.84433	14.2101	0.046208	91.2851	11.8668	4.83798	2.33583	0.668625	0.897956	0.456569	18.1714	6.64562	0.451974	0.818562	4.96568	13.3328	41.7519	0.638483	41.0349	20.263	35.8164	775.163
79	922.801	11.8255	2.40765	13.8224	3.45488	7.95464	0.00682645	69.5481	6.55754	5.46612	2.00641	0.482577	0.754486	0.150454	17.9091	5.11394	0.151482	0.161605	7.10236	6.48287	48.2668	0.467979	30.2592	12.762	13.6566	922.801
80	144.254	13.2911	3.69368	15.4658	3.1047	18.9497	0.00795227	121.428	3.09451	4.15324	1.66155	0.705448	0.691641	0.404049	18.6718	3.04115	0.205587	0.144991	7.71394	6.65795	30.5737	0.891217	46.5034	7.0967	33.2743	144.254
81	1532.86	7.95117	3.63197	7.27563	5.09847	13.0627	0.0069206	66.3757	2.27884	4.35146	1.07357	0.541306	0.651237	0.736512	17.2104	5.37769	0.738158	0.188804	5.92275	4.93008	27.6925	0.656627	47.3921	4.80489	11.5902	1532.86
82	4248.73	10.9917	2.68058	15.4306	3.08953	10.5708	0.00541481	110.566	9.16972	3.37148	2.58723	0.595354	0.807653	0.462784	19.6852	3.22774	0.689769	0.111491	3.06912	4.08302	27.028	0.421623	46.1163	19.0492	8.96887	4248.73
83	3979.53	16.867	2.46183	13.9285	3.42398	8.45148	0.00830243	119.823	6.21975	6.11946	2.06932	0.699562	0.783314	0.449892	18.472	4.57991	0.404329	0.39452	2.30215	11.8261	32.3688	0.330757	34.6741	14.5779	14.6852	3979.53
84	536.471	19.3083	2.80855	7.19078	3.82541	14.1868	0.0113785	135.494	8.03948	3.0917	2.52615	0.500932	0.71991	0.573443	18.795	6.00005	0.506076	0.173904	4.3716	12.8418	42.8599	0.669578	42.4275	5.78279	15.8724	536.471
85	48.2227	15.9031	1.74709	12.425	4.74259	6.10981	0.00186353	95.4692	12.7211	4.00057	1.41322	0.50283	0.68503	0.379323	17.9958	3.94838	0.243188	0.277536	12.0407	5.29435	51.7169	0.432935	45.6973	10.8577	31.7173	48.2227
86	1250.17	7.65833	3.28021	15.245	4.9029	15.0473	0.00381043	118.709	3.88865	5.26859	1.30703	0.292025	0.81022	0.116867	16.8638	3.27839	0.673302	0.23957	6.12345	6.3697	25.4688	0.525954	49.055	4.97651	14.9159	1250.17
87	258.199	11.1523	3.18	11.2044	3.88536	7.30086	0.00933204	128.645	8.08164	4.91759	2.29627	0.674222	0.633017	0.691036	17.5023	6.77111	0.181581	0.191839	5.79622	10.2961	39.0472	0.862417	37.709	27.2799	14.7884	258.199
88	60.4446	7.63345	2.79439	17.0836	5.2316	10.8393	0.00694821	83.9178	6.67393	11.8053	2.9089	0.56763	0.686583	0.155528	17.1009	5.40826	0.49547	0.626646	4.23257	2.04633	33.8292	0.766207	51.1033	9.37704	24.1316	60.4446
89	7460.25	12.701	3.22386	9.88007	3.48063	5.97807	0.0107714	93.3513	7.08506	9.71164	1.3213	0.695672	0.630354	0.784601	17.0813	6.02822	0.696948	0.4191	10.0691	8.57226	29.6417	0.541176	34.9037	7.2684	14.6699	7460.25
90	72.9011	16.1195	2.08579	12.3763	4.65603	12.816	0.00631242	63.088	4.58145	5.92366	1.05869	0.420557	0.75489	0.236398	16.4604	6.02606	0.777549	0.223515	2.03837	4.30951	48.9069	0.61804	47.741	4.27427	8.96307	72.9011
91	2424.56	7.31798	1.798	12.2548	4.84607	13.9366	0.0142294	60.6097	4.64511	9.68081	2.29974	0.400584	0.789424	0.210658	19.3845	7.3523	0.710526	0.109094	7.99612	5.50267	27.1161	0.358382	31.658	8.7582	13.8937	2424.56
92	242.402	10.3471	3.41509	12.5332	3.41011	8.23259	0.0167906	99.8163	7.49252	11.5624	1.96322	0.382754	0.850591	0.711993	19.136	3.81581	0.324723	0.311713	6.02628	8.40382	52.4367	0.790108	32.8436	4.95049	9.81878	242.402
93	528.084	10.8226	2.7757	16.3694	4.43224	13.1858	0.0227625	83.5612	6.39132	9.36494	1.95956	0.487755	0.746957	0.579428	18.5759	6.56132	0.177268	0.355377	5.61992	10.0712	50.6873	0.302794	54.3231	12.1136	26.3293	528.084
94	1950.87	19.9956	3.77918	9.38223	3.96536	13.5287	0.0129159	92.7428	8.56889	5.82175	2.15084	0.598784	0.674091	0.467286	18.4578	5.37187	0.732089	0.128799	3.8519	10.4216	44.3152	0.588244	37.8575	22.258	14.6609	1950.87
95	139.401	7.64257	1.74272	16.9831	3.71831	8.49897	0.0205193	127.213	6.33103	6.4446	1.48676	0.361378	0.630918	0.130895	17.2799	5.09227	0.5073	0.227942	5.60464	9.12671	40.3654	0.318041	35.6818	14.4187	11.9222	139.401
96	11.4283	9.70716	2.31165	13.0008	4.48634	7.73587	0.00732752	74.4367	7.80755	7.2734	2.62617	0.666096	0.783604	0.701441	18.989	3.34142	0.145765	0.212448	6.92066	5.89188	43.3154	0.582236	46.35	15.9917	8.71457	11.4283
97	114.59	11.2434	3.23511	12.4116	4.55877	5.70201	0.0137496	92.1991	5.43693	2.75326	1.11286	0.542912	0.85431	0.663837	17.7504	5.57325	0.108213	0.35938	13.6634	9.86282	41.9831	0.430591	39.065	17.3446	30.1023	114.59
98	9405.09	10.1939	3.50652	15.3309	3.5063	7.96573	0.016561	113.143	8.10054	4.35034	2.30244	0.697579	0.772527	0.697575	17.0581	6.10622	0.526028	0.164805	5.02476	3.12332	35.0888	0.693437	37.4466	8.63862	8.02955	9405.09
99	5979.23	12.1139	3.29164	16.0223	3.74164	5.03744	0.013877	99.9381	10.0499	10.0489	2.80445	0.308642	0.730039	0.636978	15.9815	5.29029	0.751686	0.498151	2.58869	5.93311	34.7621	0.746656	42.5424	13.6717	36.5399	5979.23
100	346.817	14.6593	2.57637	9.16017	4.31897	11.0078	0.0203778	73.8681	10.067	8.24294	1.86092	0.313881	0.625561	0.307083	16.8779	5.19871	0.419935	0.499442	4.65028	3.61123	24.8529	0.58257	44.2869	26.2676	14.6961	346.817
101	1484.66	12.6208	3.60568	15.4059	4.54584	5.48747	0.0118017	97.8379	9.96089	3.43273	1.67076	0.612072	0.668955	0.397189	18.2871	4.31016	0.317395	0.279006	5.90419	10.9007	33.4096	0.615591	33.7849	14.6922	15.8288	1484.66
102	961.285	8.02693	2.64434	12.0842	5.96668	11.5334	0.0109034	139.091	7.74942	5.33454	1.3702	0.561129	0.779403	0.298983	17.9286	5.55178	0.531471	0.132223	13.5295	8.50886	42.9328	0.607809	40.5731	11.5517	8.93156	961.285
