Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
10	1839.33	15.2672	2.61986	7.4828	4.38886	12.5835	0.0105926	103.558	34.2877	11.1172	2.12088	0.408036	0.638599	0.877091	0.362362	17.1605	4.96045	0.120241	0.473066	2.27943	7.81965	28.4442	0.407305	67.893	13.029	1.39331	1839.33
11	1822.9	10.8523	3.19241	12.9101	5.50046	12.3107	0.00667404	125.469	35.8044	6.16016	2.68818	0.0610715	0.0239274	0.76465	0.468475	18.1722	5.4974	0.13593	0.166024	6.06125	7.08068	26.7365	0.359437	57.1677	27.9361	0.148224	1822.9
12	669.568	18.4444	1.92071	7.4876	3.37515	7.33347	0.00615807	133.56	21.1015	7.43428	1.97428	0.208062	0.873257	0.665848	0.120182	18.64	4.56295	0.819766	0.193968	5.81454	5.98911	34.1935	0.607003	42.5662	0.247001	1.83489	669.568
13	1781.64	16.7829	3.98586	15.3793	4.48987	5.97329	0.00799324	164.091	24.1819	3.442	2.86868	0.180488	0.59243	0.896631	0.693476	17.7609	2.06101	0.511005	0.269762	2.01533	1.86184	30.4995	0.163895	67.2605	0.377008	7.34539	1781.64
14	12.2305	16.8816	1.93441	11.5617	2.91362	10.3992	0.017074	82.8139	4.84828	5.88828	1.29979	0.325451	0.541876	0.703541	0.489723	19.637	5.62965	0.577494	0.301615	2.80247	5.66828	22.7959	0.248702	43.3348	9.35427	34.5928	12.2305
15	2222.88	19.5088	3.14138	8.39942	3.46974	11.896	0.00455216	62.3995	10.8416	9.38561	1.00826	0.13408	0.473703	0.848745	0.455292	19.5835	3.20512	0.58348	0.0565415	13.4977	6.6254	21.1824	0.326411	64.9449	17.4137	0.279753	2222.88
16	2216.32	13.5859	4.09223	13.27	2.42191	17.0463	0.0124735	125.576	3.0361	8.63741	2.17688	0.410312	0.387594	0.675249	0.634015	18.0324	4.63992	0.610116	0.338337	3.41233	5.47287	49.6076	0.770572	69.6599	1.00002	0.269155	2216.32
17	14.597	13.2568	2.39275	16.5178	5.06554	8.89506	0.0139035	153.534	37.5486	6.28904	2.62013	0.304602	0.685814	0.637327	0.623852	20.3791	4.44159	0.211232	0.589893	10.7148	3.97145	31.1876	0.492948	67.8053	1.99019	7.07743	14.597
18	199.933	12.9053	1.55518	18.4678	3.34229	8.16992	0.00412457	97.7547	24.2472	4.98685	1.53943	0.258169	0.507367	0.756873	0.0966775	16.2723	3.79681	0.228301	0.245472	3.53134	4.69678	31.4883	0.331512	70.8878	12.7588	5.30997	199.933
19	5.18247	12.9951	2.97803	16.9569	4.72298	9.16267	0.00703665	157.95	6.67698	6.01794	1.63068	0.058011	0.841431	0.884419	0.615623	21.1617	4.88485	0.517327	0.193581	7.88817	4.50899	37.72	0.550683	43.8045	13.8811	0.24365	5.18247
20	1288.38	8.3813	3.82692	19.8663	5.37955	10.1407	0.0143652	94.5901	15.6693	5.7984	2.07528	0.0683895	0.608078	0.607467	0.391502	15.696	4.89909	0.404302	0.262989	9.40423	5.00404	27.0508	0.622587	56.383	0.250619	0.528458	1288.38
21	1037.92	16.7619	2.74567	7.39173	6.33709	12.0798	0.0173194	111.794	26.3519	7.47194	2.81414	0.204775	0.200706	0.734587	0.657443	16.7554	4.93791	0.494496	0.603565	9.00168	7.74981	30.6546	0.281174	52.5913	29.3999	0.714143	1037.92
22	7730.21	13.366	2.6942	15.162	4.7135	9.14123	0.0118612	132.309	15.5738	10.8172	2.0091	0.146669	0.278652	0.852898	0.437022	19.903	5.06384	0.131098	0.287365	6.46331	7.73399	39.4625	0.525861	55.3847	0.210327	3.87567	7730.21
23	605.208	9.87594	2.62376	12.5286	3.93902	13.9741	0.0191282	127.84	32.9808	7.95746	2.93114	0.394133	0.735006	0.774399	0.17219	15.6622	3.45267	0.1304	0.106758	13.1196	6.73711	21.3553	0.524587	56.6406	0.593518	6.55901	605.208
24	3041.12	9.1051	2.17099	17.9689	3.36548	7.38725	0.00974457	160.928	22.6939	7.16359	2.1689	0.13563	0.492276	0.785516	0.191359	20.603	2.91877	0.221053	0.360784	10.8092	9.20029	38.9594	0.432491	38.0222	38.0783	20.1707	3041.12
25	809.111	11.5316	3.98879	11.6878	4.09883	13.6543	0.0185786	139.564	20.8789	8.14071	2.62774	0.0835377	0.744668	0.740531	0.3904	19.2089	3.73623	0.250339	0.105253	8.07572	7.5941	33.8164	0.734229	26.3603	0.161497	2.84447	809.111
26	7832.12	14.4433	3.00949	11.2592	4.49944	12.5695	0.00553278	157.815	8.42791	3.9245	2.23099	0.14928	0.348151	0.670945	0.76631	20.082	6.27344	0.505062	0.244001	5.33148	12.6477	26.1437	1.06922	35.4197	9.4236	6.2792	7832.12
27	2405.02	8.72047	3.32643	17.5265	5.31558	22.6646	0.00633032	134.114	4.10286	5.51512	1.25801	0.197729	0.938115	0.737306	0.274622	18.7815	1.6445	0.29858	0.120131	9.5981	10.0766	32.3114	0.581586	61.9651	0.244863	0.180237	2405.02
28	5136.24	12.475	3.47644	17.6554	5.07352	14.504	0.011544	92.5685	6.89445	3.87829	2.42972	0.391595	0.905028	0.719668	0.545027	20.0247	4.57955	0.214636	0.433149	11.1925	9.20545	21.9977	0.636814	52.3693	2.55423	4.82383	5136.24
29	4859.01	11.5657	2.35912	13.183	4.72229	14.8663	0.0138022	157.257	35.7347	3.90776	1.72405	0.288488	0.38023	0.678332	0.426932	18.4011	4.69041	0.616166	0.252129	5.08425	6.09847	40.206	0.709955	40.4436	13.328	0.173586	4859.01
30	1294.83	11.4909	2.67617	13.8142	4.71593	13.3674	0.00583155	67.2851	28.8162	4.36078	1.01252	0.115378	0.135398	0.66331	0.698018	18.3185	3.29639	0.479276	0.198935	8.03622	5.75782	32.0227	0.303815	42.6867	9.02487	1.20209	1294.83
31	65.8378	16.9084	2.53065	12.1011	4.55539	6.11433	0.0224287	134.303	27.1437	11.1553	2.81905	0.482318	0.451795	0.69788	0.2584	21.0378	3.74903	0.261651	0.36574	5.08498	1.10046	25.9672	0.461374	59.1512	0.944068	5.09232	65.8378
32	1515.71	15.8288	1.94829	10.2352	3.82597	12.4419	0.00189985	149.469	1.99123	8.58634	2.16071	0.186764	0.285698	0.786194	0.735531	16.6957	4.32607	0.294913	0.0630146	3.92849	4.59185	34.2212	0.581563	54.5085	0.385801	1.03683	1515.71
33	3744.73	13.1902	2.91149	16.8141	4.5463	14.6422	0.0127812	156.613	28.0499	7.73602	1.19712	0.284154	0.820967	0.648643	0.62764	18.2022	4.17456	0.0851893	0.459237	13.0946	9.50116	25.8663	0.118917	49.692	6.43342	26.2386	3744.73
34	1795.15	8.7834	3.69569	13.3399	3.30592	12.3034	0.0202003	159.284	20.8693	4.24889	1.99389	0.141826	0.467499	0.87771	0.392665	19.1916	3.53658	0.369393	0.417408	8.88304	6.35673	23.1762	0.281424	53.6146	32.7622	0.16098	1795.15
35	500.815	13.0668	3.34278	14.4945	3.84101	6.54516	0.0214547	116.241	34.5831	8.7163	2.53194	0.44455	0.808626	0.682509	0.919258	19.6325	5.12658	0.251596	0.200339	9.50039	3.93234	40.0337	0.347735	40.2157	20.3221	1.27985	500.815
36	6950.85	19.2997	1.94392	10.7378	4.64141	10.1324	0.013878	78.6333	19.193	10.5184	1.89619	0.0560414	0.0861092	0.8062	0.693451	18.0875	5.4977	0.228255	0.31035	4.89738	3.43623	35.8289	0.649233	55.0145	0.937427	16.615	6950.85
37	493.4	20.9605	3.38095	8.37432	4.5036	6.87639	0.0191778	114.732	33.84	9.11382	1.59048	0.142204	0.212107	0.833507	0.625957	19.5175	4.88455	0.285332	0.159195	7.825	6.38014	33.9522	0.330118	31.8797	0.633247	1.49046	493.4
38	307.455	16.9327	3.99169	10.853	5.49873	6.96968	0.0089531	108.697	18.6666	6.29099	2.44212	0.538924	0.692795	0.89626	0.406896	18.7522	6.74596	0.268577	0.202406	2.64811	4.61265	29.6159	0.329353	54.9362	1.46983	2.22018	307.455
39	265.15	11.7686	1.82815	11.2042	3.53744	6.50227	0.0298045	151.64	38.745	3.3819	2.08835	0.0391536	0.310991	0.69021	0.687534	16.9295	3.55822	0.206762	0.262868	13.203	5.87115	43.8182	0.315922	39.3172	0.175829	0.144789	265.15
40	2243.94	18.096	1.80451	16.582	2.63829	13.5578	0.00796667	159.134	35.7136	7.34762	2.37815	0.160018	0.186217	0.717626	0.0993899	20.7007	3.0986	0.444394	0.774188	5.62347	6.04687	30.2891	0.694316	54.4577	0.488677	1.66891	2243.94
41	82.9165	17.0782	3.01595	14.9279	3.17574	7.66049	0.00376598	131.011	3.86541	2.19872	1.68371	0.177106	0.558386	0.777647	0.48678	19.3085	5.42543	0.338149	0.580948	10.8033	5.25423	31.9986	0.671608	38.4266	0.164215	0.991115	82.9165
42	567.862	18.6984	2.75863	15.7613	5.13611	5.22209	0.0089561	138.46	18.5148	9.97528	1.52099	0.455086	0.209686	0.787909	0.439735	19.8118	7.53931	0.063302	0.0964277	10.1287	6.63357	30.6267	0.91541	51.8886	0.303228	12.1727	567.862
43	53.2808	15.7729	3.08443	18.1709	3.49902	9.81465	0.0136502	104.839	21.3107	7.37213	1.70395	0.157485	0.590259	0.704561	0.660139	15.0116	4.99735	0.228573	0.23935	1.31327	12.6778	32.5544	0.235433	50.2105	36.8473	6.77274	53.2808
44	640.052	11.3149	2.70238	11.4823	5.52744	8.86395	0.0103716	101.224	7.67673	11.9976	1.91782	0.114008	0.527694	0.691066	0.803099	19.3265	5.77146	0.191103	0.121688	11.7838	5.31349	33.1681	0.686323	40.5267	29.0208	24.8156	640.052
45	315.577	16.7203	3.86927	17.1749	3.9181	12.1454	0.0123072	145.896	21.6354	2.42073	2.55754	0.45061	0.54983	0.655883	0.582667	14.6006	4.01683	0.24809	0.151878	13.001	11.3842	37.0084	0.446563	45.0976	35.7168	0.574419	315.577
46	2166.41	11.8624	4.04814	14.6803	4.92628	17.2415	0.00762379	118.319	22.903	8.67039	1.63562	0.0560957	0.416723	0.639298	0.548183	17.8004	3.9638	0.342695	0.129985	5.18176	8.33195	34.8776	0.608051	49.4544	9.97138	0.305819	2166.41
47	177.428	10.6764	3.16452	18.1284	4.51744	7.51188	0.0200994	135.518	15.5007	5.23665	2.35414	0.12826	0.349871	0.751572	0.62687	17.7223	4.38402	0.590346	0.0830801	6.40733	4.33896	25.5524	0.587341	62.3354	0.165269	0.706762	177.428
48	1548.12	16.9262	4.42708	15.157	3.16932	6.89366	0.0143333	134.303	28.8972	7.09271	2.87642	0.366201	0.484381	0.818928	0.272602	18.9298	4.24487	0.267354	0.211418	6.3823	2.59483	29.3888	1.20796	63.9905	1.55287	5.84489	1548.12
49	1302.64	17.0309	2.47696	8.9494	4.75194	7.16896	0.0232537	96.1999	37.7462	7.60423	2.30822	0.125263	0.612195	0.67397	0.423126	16.0463	3.60431	0.156614	0.429084	5.43426	3.89373	28.7674	0.602437	45.2034	1.33479	0.283487	1302.64
50	8448.31	20.061	2.47766	12.1476	4.87429	8.73437	0.0197407	112.066	32.6451	9.26661	1.01048	0.464206	0.603502	0.712117	0.957592	19.2787	3.72635	0.371981	0.36873	3.02019	3.59159	38.0903	0.703815	54.4587	0.835114	5.17344	8448.31
51	309.27	8.42554	1.87285	17.0523	3.8489	13.6148	0.00504925	106.461	28.0719	4.79028	2.48756	0.0620999	0.419258	0.699002	0.253311	16.7318	4.15047	0.300524	0.723364	4.37002	3.80108	30.5018	0.758942	29.5164	4.13736	3.62616	309.27
52	5833.89	11.577	1.67438	16.5176	3.95885	21.4416	0.00478386	67.3574	29.1328	6.74904	2.44269	0.191922	0.353788	0.802368	0.609797	16.7373	4.59053	0.414969	0.0652496	2.63785	4.79402	25.9495	0.316708	25.5624	0.113494	0.1606	5833.89
53	1400.19	19.5529	3.38828	11.6384	4.90536	6.78627	0.0190213	89.812	10.2986	7.59238	1.47627	0.272871	0.584673	0.765703	0.421437	21.3712	1.9858	0.116369	0.469477	2.37421	10.5102	30.6485	0.143354	26.2202	23.3238	20.1745	1400.19
54	87.6837	20.6044	2.94767	19.5273	3.76661	11.7426	0.0347656	77.7308	35.1215	10.2279	1.16379	0.133086	0.458592	0.625548	0.313124	16.3428	3.55907	0.501258	0.136248	7.51352	6.46621	49.0179	0.279386	50.3123	20.3825	9.21088	87.6837
55	1850.68	16.7155	3.99597	19.0022	6.09795	7.03109	0.00764559	106.585	26.5403	8.41888	1.76893	0.553737	0.248715	0.702423	0.500585	18.9209	3.97357	0.331105	0.164303	5.14404	12.0911	26.7871	0.796947	62.7454	29.6096	0.487196	1850.68
56	954.936	7.60749	3.38154	14.3991	5.10086	11.702	0.00522477	95.3094	8.14056	3.65803	2.70937	0.33045	0.322719	0.759343	0.422287	21.265	2.82066	0.455962	0.611184	11.8028	4.53198	37.2045	0.250868	41.1962	0.690376	8.93829	954.936
57	30.8781	7.34552	3.6578	19.1999	5.98165	19.3196	0.00572024	147.245	34.1705	3.67782	1.60926	0.29664	0.371531	0.606569	0.230107	17.9296	2.70082	0.608315	0.545626	4.32341	5.75307	44.711	0.495196	52.4791	2.91211	1.78007	30.8781
58	101.11	7.5284	3.75662	14.8546	4.45307	7.79548	0.010307	81.7065	11.7331	3.55224	2.17923	0.15003	0.308866	0.610167	0.910886	14.8493	3.57645	0.442115	0.169655	6.35079	10.4181	44.2027	0.418828	48.7814	11.7265	37.5214	101.11
59	575.344	12.8965	3.26215	12.2448	4.22122	11.8139	0.00778575	64.7338	17.6073	4.03493	2.58698	0.277224	0.78322	0.846837	0.261702	22.3191	4.50865	0.253364	0.398444	9.51369	6.06842	45.1379	0.436876	62.6379	36.7703	14.8843	575.344
60	1072.53	16.7267	2.77001	14.6748	4.2466	14.7947	0.00398706	126.021	5.97403	5.16598	2.43929	0.393742	0.356269	0.709843	0.640727	17.4656	3.26311	0.150828	0.552336	12.0289	8.29045	31.5458	0.903299	33.8082	2.05821	35.9533	1072.53
61	4009.22	17.0102	3.44909	16.8706	2.92217	11.2687	0.0169026	137.82	19.4265	10.6573	1.21174	0.109928	0.702716	0.631564	0.320067	20.7782	3.36081	0.126927	0.119824	5.64003	3.91661	22.4641	0.848516	57.6444	8.14173	2.46257	4009.22
62	298.229	8.10861	1.99131	15.2908	2.85113	9.40874	0.0178656	153.847	26.5584	8.91828	2.39565	0.346818	0.216177	0.856762	0.208182	17.974	5.61584	0.727795	0.230124	6.17561	3.4422	28.2169	0.523288	33.7491	0.216201	19.2212	298.229
63	365.483	13.7695	1.91264	14.9024	5.36757	6.6829	0.010455	137.136	15.3918	3.84538	2.31834	0.187707	0.404351	0.789116	0.46287	20.9017	4.2683	0.345521	0.493171	3.2847	3.30349	34.2402	0.853551	50.0125	4.1476	2.43036	365.483
64	3412.69	20.5023	1.95207	16.0589	3.168	19.3464	0.0168431	121.71	22.4955	7.15973	2.53603	0.108213	0.493052	0.644733	0.617119	17.3512	2.12624	0.454514	0.404825	3.74115	2.9733	40.4074	0.80699	54.3447	0.810696	1.21978	3412.69
65	9443.82	11.1413	3.3937	16.0716	3.53899	16.4813	0.00508913	70.9932	2.0798	6.58017	1.69253	0.418527	0.419151	0.711644	0.500394	19.0994	3.50145	0.256661	0.419912	7.67908	6.26692	34.066	0.983033	64.5506	0.173234	0.847978	9443.82
66	62.0438	20.3086	1.96726	15.658	3.14836	7.76975	0.00877238	131.269	4.57615	7.80754	1.73277	0.141444	0.395391	0.775809	0.456519	21.5883	4.01883	0.25951	0.117007	13.6401	4.72292	29.0974	0.819582	75.3393	1.15022	6.94772	62.0438
67	1103.66	14.5806	3.55764	13.0109	4.23654	14.2877	0.00941587	151.229	29.5833	11.3944	1.28358	0.478906	0.191321	0.696511	0.960309	18.2014	3.57623	0.474332	0.0882041	4.73378	4.77851	24.3576	0.588373	42.1622	2.0388	1.08345	1103.66
68	818.248	12.4055	3.32499	12.6726	3.37054	10.0499	0.0140552	67.4482	21.2932	6.66783	1.86577	0.258408	0.535578	0.724179	0.734489	19.5074	3.25669	0.263044	0.745598	3.11492	2.70921	39.7554	0.602941	45.9623	1.32781	1.58426	818.248
69	3591.48	16.9944	3.62245	9.07016	4.14011	9.7112	0.00771041	126.864	27.7663	6.05622	2.10478	0.554595	0.566127	0.793842	0.180912	20.6212	5.13732	0.462295	0.135574	8.07737	4.99237	40.2208	0.536372	49.5875	0.359022	3.36643	3591.48
70	557.335	11.7093	2.70418	11.7946	5.74382	8.14597	0.00643028	127.754	24.3564	8.05891	1.15925	0.195171	0.289458	0.747677	0.303721	20.2903	5.6426	0.411494	0.254563	3.12176	3.06912	23.4928	0.363156	39.891	25.3418	5.08056	557.335
71	127.192	14.7401	2.50928	15.2869	3.43824	10.782	0.00670812	164.438	15.1908	6.21975	2.06932	0.380199	0.483517	0.670649	0.583568	17.873	6.40537	0.524103	0.518822	11.8261	6.0437	21.7564	0.158726	60.8618	24.6599	0.240641	127.192
72	536.471	19.3083	2.80855	7.19078	3.82541	14.1868	0.0113785	127.299	2.76127	7.01399	2.52615	0.531768	0.450158	0.914404	0.822539	17.3503	5.39926	0.530169	0.209185	3.09702	2.51276	29.4638	0.79131	33.5755	15.6302	0.146153	536.471
73	3.76796	11.3624	3.0422	8.00095	4.01415	10.1493	0.00363645	113.172	16.8712	7.3742	2.28335	0.0508651	0.298872	0.621505	0.519215	18.7784	5.6922	0.242298	0.216392	13.0887	2.6673	39.1224	0.385537	41.3589	0.250876	0.247411	3.76796
74	91.2276	10.5766	3.75972	7.00737	3.93852	12.3424	0.01118	164.432	18.2979	6.59161	1.65879	0.330532	0.591797	0.622412	0.448468	14.6509	5.89867	0.110504	0.207008	10.2961	2.33928	34.0607	0.903329	40.4135	14.7758	0.984776	91.2276
75	60.4446	7.63345	2.79439	17.0836	5.2316	10.8393	0.00694821	92.0228	25.7341	6.81825	1.29184	0.360859	0.49547	0.759833	0.813385	17.2645	2.19307	0.375976	0.236652	12.8181	1.66827	35.6845	0.122952	53.4656	0.393691	0.283778	60.4446
76	53.8417	13.8724	2.98362	17.5194	4.97836	5.83618	0.00617086	168.363	38.6939	5.62665	2.67962	0.145885	0.696948	0.752451	0.548834	17.7539	3.95523	0.00972719	0.152304	2.66016	3.18234	36.8765	0.908036	35.6649	10.6345	11.9959	53.8417
77	750.347	15.4321	2.38229	8.51467	3.19382	8.64614	0.00759322	90.2606	28.6846	8.4927	2.36139	0.200837	0.247178	0.683844	0.804634	18.6981	4.81103	0.610965	0.326382	12.5832	12.3463	35.085	0.398634	38.8234	4.90913	1.04808	750.347
78	7827.17	17.5453	2.16397	18.0462	5.31624	6.15648	0.00780229	118.094	7.39113	7.57584	1.46306	0.223423	0.384036	0.665278	0.643055	16.1782	2.85714	0.115754	0.71738	4.66257	1.00599	21.6125	0.965348	60.412	4.5572	7.5413	7827.17
79	135.899	10.5531	3.14826	13.3294	3.78391	11.1284	0.0305765	110.774	33.3841	6.16811	1.79323	0.421492	0.495791	0.684064	0.648609	20.7834	4.0803	0.509936	0.217202	9.6929	9.72756	34.9528	0.810779	68.8014	0.468784	20.4262	135.899
80	1442.64	16.1131	1.75372	18.371	5.7039	9.47388	0.0122283	174.647	36.7802	4.82934	2.15884	0.358763	0.106783	0.696536	0.485112	19.371	4.45344	0.478235	0.128799	3.8519	10.4216	52.6086	0.821297	47.2946	8.70249	0.953539	1442.64
81	229.521	14.4044	2.23253	13.5861	3.19958	13.8126	0.00822626	79.9494	15.3843	10.111	2.64932	0.121151	0.573032	0.677701	0.426606	18.3621	2.37447	0.439067	0.236704	6.38237	9.32961	39.192	0.338665	74.1436	0.451903	0.105037	229.521
82	477.823	9.01525	3.19854	8.67212	2.05798	5.25911	0.012812	95.7127	10.4399	7.00051	1.50267	0.271695	0.676047	0.748634	0.482547	21.1163	5.34488	0.461466	0.446287	5.05542	4.97132	30.3518	0.565313	57.9552	0.202671	3.6261	477.823
83	759.221	13.5596	2.39489	15.1481	3.88232	12.5428	0.0038276	128.957	13.7057	2.75326	1.11286	0.443472	0.0342753	0.721805	0.608037	16.0787	5.21853	0.582459	0.395597	3.87753	4.90355	39.27	0.871489	54.0602	0.776716	0.618799	759.221
84	5992.26	8.47057	3.26362	16.6389	4.77142	11.6037	0.0318555	148.836	15.0585	7.427	1.83851	0.395041	0.538637	0.652747	0.614044	18.5876	4.13562	0.404238	0.164805	5.02476	3.12332	30.8185	0.717205	69.9612	11.2085	0.440345	5992.26
85	6.69158	16.2389	2.89134	16.0223	3.74164	5.03744	0.013877	145.305	25.6378	7.84896	2.23295	0.145684	0.286582	0.769587	0.713615	21.9529	5.54353	0.486006	0.0924532	7.02746	11.1736	29.1334	0.777115	49.0315	0.323019	0.265083	6.69158
86	170.621	18.1867	3.1488	10.3113	5.02233	11.8292	0.00524642	111.655	10.5785	5.28172	1.97948	0.371048	0.242119	0.604514	0.24483	18.3828	4.37613	0.156652	0.281582	13.1052	2.44231	55.3871	0.731707	55.0593	2.62584	0.370501	170.621
87	1825	14.115	3.66983	18.843	3.27175	8.81722	0.00854885	126.067	13.1372	7.4751	1.85685	0.0903042	0.38375	0.688269	0.0637402	18.6764	3.05381	0.491739	0.220192	8.93342	7.63236	45.2438	0.678956	25.6638	0.303142	0.105764	1825
88	278.514	8.66793	3.51934	9.98045	4.08192	10.8659	0.00711262	156.107	8.13461	9.85206	2.79766	0.38496	0.326198	0.606995	0.511013	15.5035	3.12466	0.297775	0.615217	9.4146	1.49483	33.6857	0.288976	41.2523	2.21978	32.387	278.514
89	1538.43	16.3114	3.36127	15.9254	3.87825	6.9738	0.00962319	127.267	10.6865	2.6733	1.42984	0.114272	0.322591	0.62287	0.684911	16.362	4.18088	0.398574	0.656125	3.94023	7.54092	38.5999	0.470189	49.0708	13.9524	2.28168	1538.43
90	513.096	11.4946	2.60871	9.40135	2.70653	12.7132	0.0178728	115.818	20.6742	8.42832	2.82099	0.283925	0.247885	0.743449	0.656424	17.1767	4.26853	0.289216	0.106477	1.99106	2.55457	27.7022	0.745742	55.7263	7.18748	15.0631	513.096
91	4416.69	10.7915	1.77613	8.55073	3.98032	15.6616	0.0462643	135.385	22.923	4.42429	1.88323	0.353498	0.735019	0.697746	0.78223	18.689	3.61183	0.264785	0.132022	12.9429	3.58153	41.5277	0.641024	61.6842	16.9666	0.343025	4416.69
92	1862.78	15.6453	2.36499	16.0516	2.87033	8.37224	0.00468067	150.14	31.9443	4.98575	2.9978	0.395353	0.757141	0.639249	0.589819	18.1445	3.96922	0.557676	0.12129	8.59444	5.74372	44.6408	0.361426	45.3621	5.99372	0.788479	1862.78
93	1.47734	8.19605	2.35373	14.2166	2.95121	7.5467	0.00879368	148.691	32.6355	6.23949	2.47575	0.335396	0.43407	0.847794	0.476119	16.1073	4.16099	0.247749	0.35886	8.42867	3.05951	32.5792	0.817875	59.0716	1.05293	10.8143	1.47734
94	169.644	17.584	3.74544	14.2748	5.39562	10.3471	0.0178664	71.5638	23.2902	4.6119	2.31985	0.356906	0.2953	0.755322	0.805624	16.1288	7.06357	0.434064	0.436764	3.55921	6.76595	41.8887	0.521443	47.9118	2.46403	11.6136	169.644
95	675.809	17.7919	3.03917	13.1282	4.46135	5.00265	0.00974268	128.664	9.00968	9.06748	1.8807	0.350765	0.490475	0.817621	0.974149	17.4829	4.81939	0.164166	0.405387	7.81956	6.88599	38.092	0.770377	54.9736	1.03544	12.943	675.809
96	545.881	13.632	3.61926	11.2634	3.71722	10.4344	0.0109171	72.4181	30.5356	3.09496	2.78825	0.326242	0.213228	0.763621	0.74347	20.6919	4.4607	0.46515	0.91974	6.39934	8.82754	41.088	0.743836	58.1662	0.458683	11.0374	545.881
97	4071.84	13.7629	3.0181	7.66421	2.16193	8.49336	0.0152707	131.221	2.62494	11.4879	2.69187	0.429305	0.681584	0.698763	0.704725	19.456	2.13382	0.363601	0.406713	8.82976	6.16442	27.8179	0.727374	52.2169	5.76571	2.65286	4071.84
98	60.3332	15.7998	2.38587	13.4143	4.702	10.9533	0.0139587	68.5625	12.6951	7.0113	1.46106	0.469029	0.781252	0.78425	0.174825	19.006	4.48603	0.696915	0.246935	7.29091	4.36403	34.8975	0.745454	46.3498	5.22805	29.3505	60.3332
