Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
21	54.3199	9.89649	2.02115	18.0606	3.01286	7.91822	0.01079	145.298	8.67315	10.1753	2.12626	0.520007	0.779138	0.583962	16.9398	4.08113	0.523182	0.123017	10.6115	5.80086	38.7368	0.31032	42.2627	36.3742	16.2008	54.3199
22	238.069	13.9729	3.33151	19.961	4.45029	8.61041	0.0257675	60.8012	3.6342	7.18018	1.13383	0.660267	0.668721	0.317844	17.4838	4.32219	0.791247	0.305778	7.16915	10.0556	31.0031	0.577777	26.8763	5.57426	13.9606	238.069
23	100.006	12.233	2.97593	10.8968	4.2435	13.7254	0.0142736	80.3323	2.2653	8.38617	2.83805	0.655409	0.736873	0.239001	17.8004	4.84112	0.540516	0.335865	5.00404	5.36856	37.4433	0.539658	47.636	5.69384	12.5114	100.006
24	3267.35	16.7619	2.4933	12.0107	2.87835	25.7953	0.0138128	113.772	3.16386	6.17711	2.24288	0.531463	0.75145	0.492701	18.4967	3.45682	0.863268	0.352121	12.2798	9.00168	62.186	0.456929	47.6506	18.923	18.7721	3267.35
25	32	19.8473	3.7704	17.441	3.4444	10.4513	0.00832862	102.972	9.14049	6.33565	2.20515	0.754478	0.852898	0.568547	17.3112	5.63164	0.278652	0.154052	6.33309	11.4362	47.4499	0.465756	28.3012	19.3161	22.5524	32
26	5515.31	18.5512	3.67588	10.8917	4.57252	9.15367	0.0121282	61.5705	9.16975	5.93755	2.95764	0.481144	0.693902	0.608718	18.8626	5.54885	0.486248	0.531973	3.15215	11.9247	49.899	0.313467	55.0454	19.2384	11.362	5515.31
27	59.2132	7.93732	3.60692	10.8638	4.67546	15.3256	0.00474005	104.491	4.19612	8.13822	1.47865	0.382517	0.84318	0.649495	16.2403	3.77894	0.616735	0.546447	8.46829	5.61103	32.0845	0.373194	51.5107	26.0224	35.5521	59.2132
28	78.6922	14.0726	3.74908	14.9222	3.96252	12.5949	0.0116957	67.6982	9.19793	4.88334	1.07397	0.524466	0.762683	0.504426	18.8679	3.67271	0.108056	0.657877	5.83573	7.49635	50.3055	0.578664	47.2738	18.4117	20.8372	78.6922
29	2400.14	17.1165	3.21614	14.187	3.06788	14.8056	0.00427693	97.7463	8.39993	6.02031	1.40892	0.566181	0.669322	0.428698	18.3075	6.08156	0.818188	0.351654	2.00114	7.56769	52.4172	0.455881	53.4551	29.9183	11.76	2400.14
30	1403.35	8.52027	3.34638	16.4707	3.10199	6.59898	0.029005	130.988	8.18814	2.50137	2.1313	0.555088	0.640142	0.564372	16.6878	4.28648	0.348795	0.140955	12.2339	6.20655	36.8113	0.368971	40.3409	37.7987	30.9265	1403.35
31	86.3067	16.11	3.19727	15.7335	4.9053	17.0476	0.0405015	70.2105	3.37919	3.1306	1.48473	0.606939	0.63987	0.346688	17.7415	4.74356	0.938115	0.323774	4.0799	7.49527	60.084	0.320674	31.9631	5.926	38.7136	86.3067
32	2853.6	14.2119	3.05681	12.1137	5.11189	13.3395	0.0470838	102.949	9.21707	9.79325	1.12948	0.714704	0.791708	0.459129	17.101	3.4505	0.702988	0.121534	8.26893	5.71977	44.2432	0.383169	52.1478	17.1445	9.45312	2853.6
33	1212.06	19.6445	3.05341	14.3872	4.77432	10.8358	0.0157982	87.6663	11.3261	9.3788	1.28996	0.635421	0.706497	0.487735	18.2742	5.58505	0.752907	0.154595	13.7874	9.66153	45.929	0.617549	32.3511	9.20631	19.949	1212.06
34	16.3478	14.6813	2.73099	12.0807	3.89188	11.2459	0.0196038	92.2098	7.64858	8.63329	2.9495	0.313378	0.682249	0.41196	16.5296	4.46938	0.669845	0.527503	11.4967	4.08208	34.4201	0.354327	55.5511	4.05807	11.114	16.3478
35	131.905	8.46911	2.60028	12.3588	4.42931	24.1994	0.00397901	78.9931	9.62522	6.54101	1.39527	0.327503	0.775219	0.0565302	18.1105	3.73617	0.684695	0.175632	3.0862	9.62747	58.2343	0.355816	44.7753	6.46786	22.1706	131.905
36	6054.19	13.286	3.98038	11.717	4.68621	11.5291	0.0215058	148.447	7.97866	6.93639	1.78988	0.331563	0.615773	0.192273	17.215	5.60956	0.178151	0.1764	4.29559	12.8938	62.47	0.46244	29.586	22.1179	12.9942	6054.19
37	279.918	12.7218	2.76426	16.0029	4.40606	12.3912	0.0181748	75.6866	7.24754	4.7221	1.1424	0.664714	0.722211	0.358366	16.5887	6.00722	0.598284	0.122008	3.38274	3.92849	62.7968	0.654177	38.5191	8.21269	36.1315	279.918
38	3167.33	8.96634	3.34727	13.4928	6.7362	10.0599	0.0169681	106.389	9.8214	8.06207	2.61022	0.600712	0.724534	0.284717	17.2935	3.53926	0.0553736	0.0878528	7.50563	10.6112	33.7679	0.410714	45.0337	4.41893	8.24723	3167.33
39	3439.93	17.5812	4.08875	17.5177	4.44075	8.11782	0.00216659	93.1771	7.7623	8.31617	1.41316	0.539827	0.93637	0.655867	17.4135	3.84546	0.568753	0.248388	3.70717	2.86167	37.1992	0.542377	38.0391	7.59989	34.4144	3439.93
40	116.396	7.32117	2.63707	12.1752	3.68229	11.3924	0.00631135	112.186	5.64996	6.98691	1.54993	0.484659	0.73437	0.375345	15.9425	5.25856	0.488709	0.203018	6.26958	3.39165	55.9017	0.486031	47.0937	19.3643	29.6348	116.396
41	2085.65	16.239	3.28196	12.0629	5.54015	19.979	0.00383359	69.0511	9.74573	6.47528	2.62953	0.481857	0.618338	0.396572	15.0738	4.79296	0.39082	0.108599	4.39698	6.15974	53.4977	0.570252	29.5041	33.5124	13.1538	2085.65
42	352.828	20.3547	3.4003	15.3604	3.34351	9.49012	0.0225447	91.8471	6.96121	3.37719	1.13106	0.463171	0.682334	0.392502	16.5134	6.05812	0.787105	0.365838	5.36411	8.09336	60.3577	0.348999	32.4127	35.8211	20.9985	352.828
43	3903.39	10.5515	4.29153	11.466	4.6166	6.87214	0.0141774	62.2917	9.8183	9.75143	1.9122	0.640921	0.833507	0.287168	16.8844	3.87587	0.212107	0.112937	10.5629	9.89035	44.9607	0.326865	57.3273	16.2584	27.4673	3903.39
44	8418.4	16.0028	2.79566	14.9158	2.71982	5.77499	0.0071862	74.6334	8.50323	10.5637	1.76083	0.414119	0.849873	0.193529	17.0336	4.51	0.614343	0.310229	6.19634	10.3615	42.762	0.407818	55.4659	5.21387	17.6495	8418.4
45	152.445	14.2595	1.95525	11.4766	4.8505	9.02043	0.00639494	97.9494	10.3062	2.79282	1.3411	0.379648	0.753575	0.269485	18.8983	6.1485	0.312163	0.23567	3.35374	3.03421	41.2422	0.44701	53.5406	4.33396	12.9447	152.445
46	1094.01	13.1016	2.94395	10.8231	5.83999	5.93875	0.00934394	115.023	4.27642	5.0617	2.83515	0.514482	0.832077	0.630537	16.8763	6.58248	0.517826	0.318864	2.6443	11.5015	50.0114	0.379544	48.9637	25.8945	36.7024	1094.01
47	1305.79	14.9235	3.56752	7.81558	4.22938	13.942	0.0126097	95.2877	2.61004	10.425	2.63477	0.29481	0.674149	0.0725948	16.7725	4.45393	0.321989	0.245976	3.30808	7.75972	41.3032	0.650139	53.0295	7.3443	11.1076	1305.79
48	39.0028	13.4103	1.94536	16.5206	2.03344	11.6447	0.00779741	92.5834	6.34322	8.88703	2.1447	0.429636	0.721301	0.540479	18.5967	4.7829	0.597722	0.0503781	3.70765	10.8033	30.4469	0.46011	50.5766	6.13085	8.44749	39.0028
49	152.231	7.6665	2.70831	12.0938	4.55225	15.8511	0.00329345	85.2283	6.46746	8.59101	2.42759	0.537456	0.651463	0.337635	16.6887	6.45383	0.209686	0.227849	11.0496	2.69998	29.6132	0.401124	28.1419	5.22276	35.4109	152.231
50	4049.7	13.4308	1.82895	13.0703	5.28689	11.2293	0.00413675	105.371	5.39449	5.3658	2.73577	0.56828	0.649902	0.397834	18.0497	4.74796	0.129966	0.622	2.77285	3.91976	30.0164	0.49519	58.0157	11.1886	37.5609	4049.7
51	11.2144	20.6043	3.45489	18.3426	4.85688	10.9686	0.00308754	94.4519	10.293	6.41865	1.87422	0.449327	0.880768	0.335545	16.8033	4.78633	0.645693	0.129259	11.6028	6.67398	46.3863	0.295679	41.7798	4.44465	15.0214	11.2144
52	299.764	9.61155	2.83031	19.4277	4.39485	16.1555	0.00909207	94.2878	5.36811	6.28654	1.29492	0.292252	0.775137	0.312758	17.7945	5.07547	0.424948	0.159834	2.17442	12.4868	36.0241	0.511137	51.7727	20.7902	16.1334	299.764
53	1110.16	8.18685	1.70939	10.7942	4.6939	13.2952	0.0157815	123.523	11.2914	9.09048	1.48506	0.584896	0.673292	0.234999	16.6852	6.10401	0.779562	0.464322	8.83418	2.00129	34.6413	0.487778	41.6853	12.2476	8.78959	1110.16
54	1367.49	9.92501	3.3343	8.72902	5.57302	7.10399	0.00258075	71.7895	7.86933	5.69624	1.25791	0.672525	0.840154	0.00960065	17.0718	4.17327	0.762984	0.14855	8.85493	5.03614	54.6314	0.517342	37.0981	17.0363	34.0955	1367.49
55	404.754	14.728	2.44153	9.90175	3.26907	9.90384	0.0148597	120.468	11.0498	8.54716	2.07182	0.61943	0.761235	0.313728	16.6541	3.86479	0.193814	0.0804411	4.33896	4.78404	34.8462	0.619186	43.7858	14.2842	30.833	404.754
56	255.057	16.9262	4.42708	15.157	3.16932	6.89366	0.0143333	134.62	9.55379	8.69226	2.87642	0.506181	0.782262	0.656605	15.9862	4.94584	0.723351	0.23674	1.07607	5.91971	35.1609	0.412898	49.0765	11.4769	23.8608	255.057
57	529.191	8.45954	3.07905	16.7597	3.17916	16.3826	0.0229129	73.2411	6.18619	7.60423	2.30822	0.447939	0.755077	0.147984	16.8258	3.6487	0.474889	0.164025	12.0143	4.06716	40.6406	0.473398	44.4385	4.30871	22.8503	529.191
58	172.903	8.0638	2.71851	12.0385	3.9142	8.99209	0.0190101	82.247	5.37561	6.48854	1.7135	0.696234	0.783179	0.445857	16.8283	2.90953	0.437341	0.198008	7.61333	9.0393	28.8799	0.662772	49.9261	4.30092	16.1498	172.903
59	7928.71	19.4046	3.3241	15.8032	5.34837	6.11578	0.0362908	61.118	9.52731	8.07651	1.70847	0.599322	0.649034	0.530089	15.7067	3.06076	0.409356	0.438442	2.69759	4.64359	65.9172	0.515337	36.646	22.1738	25.0821	7928.71
60	977.276	7.61411	2.41227	11.9839	3.02218	12.7487	0.00550164	85.3008	11.5984	2.13319	2.89878	0.609672	0.697153	0.209021	16.1649	3.61001	0.697215	0.250035	11.9035	5.66879	49.219	0.426293	31.8692	4.60651	16.9795	977.276
61	3809.88	18.4632	3.64236	18.6781	4.94061	5.32439	0.00272771	86.2707	10.8878	9.70658	1.361	0.54141	0.720632	0.570912	16.0294	3.7022	0.395458	0.0988235	1.91245	7.74648	47.9168	0.450267	50.28	30.5484	14.8617	3809.88
62	110.625	9.19667	3.62354	9.17808	4.19746	7.38864	0.0044955	80.7639	6.86421	4.03738	1.28342	0.570939	0.644064	0.178591	15.641	2.99653	0.733741	0.144198	12.8726	5.16614	46.3017	0.440892	43.6585	8.30076	28.7926	110.625
63	2330.86	7.6184	3.77225	17.5456	2.44009	19.7002	0.0150146	90.4944	1.54595	3.82876	2.96538	0.512223	0.830546	0.35252	17.9616	4.21092	0.307807	0.129203	10.0173	6.93025	39.6164	0.311643	38.2251	9.07938	11.5148	2330.86
64	4376.9	9.40912	2.06787	7.27733	4.09327	10.0732	0.0344278	63.7292	7.3064	6.65669	2.05863	0.560267	0.745806	0.473694	16.4608	5.26523	0.425086	0.19114	9.20929	2.74001	45.3457	0.436949	32.9151	37.3673	8.60209	4376.9
65	43.2943	8.62764	2.58161	13.5192	4.17439	8.84449	0.0065721	101.025	10.3357	9.23412	2.7098	0.206423	0.658791	0.594689	17.2666	5.49786	0.697019	0.30351	9.15775	3.65734	44.8286	0.565106	51.8391	4.22751	27.885	43.2943
66	2726.78	17.0103	2.77872	15.4037	4.59343	9.21359	0.0272894	103.785	6.92109	4.38552	2.28884	0.48705	0.637279	0.589077	16.3139	6.157	0.444788	0.142572	13.7265	4.00417	53.2046	0.452666	46.6466	21.3353	13.6262	2726.78
67	78.0918	12.1641	2.17124	11.4404	5.32976	14.092	0.0234693	61.4188	5.90691	2.93593	1.81131	0.725197	0.754578	0.103281	16.139	4.36339	0.709489	0.139283	3.51165	6.1555	30.3749	0.493459	54.0148	13.6233	8.61975	78.0918
68	369.179	8.92246	2.56959	17.7341	3.97193	5.22729	0.00970312	138.046	13.1035	4.97548	1.91002	0.373793	0.644067	0.485708	17.5098	6.26589	0.185237	0.185563	7.15333	5.92692	38.6142	0.508679	16.8356	32.1846	11.4554	369.179
69	2577.03	7.31004	2.61835	11.7883	3.01164	7.88726	0.0147504	81.3401	8.41189	6.0243	1.75846	0.58367	0.902123	0.44273	18.3192	4.1212	0.465956	0.216729	3.98729	7.14911	34.6001	0.333901	52.2903	7.86873	22.7774	2577.03
70	1764.43	12.8114	2.06284	9.9433	3.45226	11.309	0.0176137	102.063	9.76017	5.58637	2.31441	0.402445	0.629418	0.43282	18.3876	3.94318	0.204592	0.134904	12.0289	8.29045	39.35	0.634104	29.9377	12.7894	38.8702	1764.43
71	4009.22	17.0102	3.44909	16.8706	2.92217	11.2687	0.0169026	136.489	6.66282	10.6573	1.21174	0.627118	0.699431	0.461856	16.1571	3.96236	0.730284	0.567928	2.7487	11.9842	32.1642	0.296447	34.3784	7.44217	30.5331	4009.22
72	9851.2	15.6838	1.99131	15.2908	2.85113	9.40874	0.0178656	101.911	6.40272	7.41705	1.48761	0.302182	0.837834	0.514194	17.4466	3.37381	0.574889	0.288492	3.40818	5.52944	55.1141	0.592288	48.0767	7.26714	9.66249	9851.2
73	759.423	11.8867	4.37503	7.87987	3.7466	8.39	0.00435005	76.886	3.20245	8.14142	2.05029	0.773515	0.704533	0.312059	15.5439	6.22411	0.404351	0.68728	12.9827	6.7922	58.416	0.423341	47.8087	7.6708	24.4853	759.423
74	82.5342	12.804	3.22379	16.0306	6.26841	12.4129	0.00430684	108.353	4.50399	11.8827	2.02849	0.650432	0.710682	0.421885	17.9135	3.34034	0.493052	0.170439	10.3132	4.37312	62.4154	0.630872	45.8358	6.5428	25.4991	82.5342
75	58.1714	7.21655	3.75768	17.0568	4.48727	14.8496	0.0050252	117.127	6.47415	8.89884	2.60759	0.622866	0.602549	0.0819509	17.7546	3.99959	0.642327	0.129482	13.1564	10.9148	67.193	0.650922	59.3689	5.30588	10.5011	58.1714
76	1307.48	7.76701	2.98042	15.8395	4.41267	6.24142	0.0246704	112.445	7.40073	6.52121	2.22111	0.579157	0.674826	0.235319	15.2838	3.21326	0.195035	0.361382	9.04936	8.43587	50.1359	0.582774	42.5626	6.65069	9.37939	1307.48
77	3011.63	16.4371	2.44937	12.0739	4.72068	9.72692	0.0308248	82.0372	3.714	7.90737	1.90532	0.714606	0.834	0.420762	18.9073	4.00473	0.268102	0.76965	4.2477	12.5575	70.6566	0.433357	50.8535	35.6343	16.1453	3011.63
78	7585.97	16.1371	4.23471	10.5232	4.92955	6.45396	0.0155949	94.5627	6.07438	8.16477	1.72761	0.536839	0.889964	0.356571	16.2459	4.92725	0.748264	0.171333	4.36392	6.31975	28.8103	0.445863	46.1281	4.02346	23.8761	7585.97
79	3506.41	12.4055	2.84893	9.8527	4.01227	12.2034	0.0101462	86.6783	10.7	4.9852	1.00002	0.214031	0.615913	0.420629	15.5423	5.02465	0.689192	0.198807	2.83928	3.62614	54.6576	0.419375	44.4828	10.8067	16.8031	3506.41
80	3591.48	16.9944	3.62245	9.07016	4.14011	9.7112	0.00771041	131.191	7.7815	8.44993	2.10478	0.437081	0.71855	0.636097	15.3881	6.10408	0.455534	0.394732	3.79608	8.07737	29.2078	0.608859	41.9168	6.53731	20.5741	3591.48
81	1251.24	8.34032	2.58407	11.7946	5.74382	8.14597	0.00643028	144.199	12.7238	7.71924	1.15925	0.570594	0.762826	0.340922	15.3529	4.3295	0.757169	0.157656	13.2325	7.12775	57.5732	0.508631	48.5802	20.0108	18.5542	1251.24
82	68.3918	9.14267	1.97217	9.51272	3.10446	10.934	0.0151554	74.9285	7.62474	5.49724	1.19801	0.591477	0.643824	0.45394	16.338	4.19717	0.262221	0.21192	7.08202	13.9788	51.3968	0.429171	53.6488	36.498	11.7548	68.3918
83	402.608	13.4735	3.18641	12.0556	5.75144	7.98239	0.0157808	112.696	6.36423	2.99648	2.12327	0.305913	0.672955	0.380629	15.3597	4.50001	0.529477	0.101337	7.02266	8.03587	44.9886	0.5363	54.43	18.0745	25.016	402.608
84	299.474	12.8574	2.37023	17.3771	4.74181	11.3041	0.00892774	82.2854	3.47057	2.56575	1.48607	0.476999	0.718231	0.167046	17.3236	4.76604	0.293265	0.0909112	7.63214	4.0626	60.6322	0.629206	49.6009	8.19351	32.2542	299.474
85	144.247	15.751	3.77166	11.9586	4.48745	11.9968	0.0186982	120.233	2.82408	9.87094	1.65808	0.463164	0.681704	0.157351	15.1217	3.96865	0.175262	0.31155	13.4359	6.12345	35.113	0.29621	41.6837	14.6779	12.7181	144.247
86	597.964	15.6333	2.275	11.2044	3.88536	7.30086	0.00933204	128.645	8.08164	4.91759	2.29627	0.674222	0.633017	0.627764	16.9834	5.92642	0.181581	0.191839	5.79622	10.2961	44.0393	0.634125	37.8424	27.2799	14.7884	597.964
87	60.4446	7.63345	2.79439	17.0836	5.2316	10.8393	0.00694821	83.9178	6.67393	11.8053	2.9089	0.56763	0.686583	0.12933	16.5563	4.86643	0.49547	0.626646	4.23257	2.04633	36.0701	0.558366	58.1917	9.37704	24.1316	60.4446
88	7460.25	12.701	3.22386	9.88007	3.48063	5.97807	0.0107714	93.3513	7.08506	9.71164	1.3213	0.695672	0.630354	0.714851	16.5355	5.34862	0.696948	0.4191	10.0691	8.57226	29.6746	0.381168	17.3277	7.2684	14.6699	7460.25
89	113.098	7.21321	4.08658	7.31367	4.70771	16.6308	0.00485027	86.2579	8.96808	8.83573	2.43916	0.367253	0.610293	0.213904	16.7008	4.21951	0.605198	0.365743	5.08539	6.17814	58.1443	0.665339	37.1825	13.051	30.3759	113.098
90	2450.63	7.22504	3.20001	13.5679	3.55446	5.63917	0.00901847	115.382	9.45595	8.52662	2.52749	0.304065	0.862025	0.288706	18.7934	3.53103	0.424512	0.503213	1.08517	7.99612	31.5666	0.32062	29.8646	9.37388	11.5548	2450.63
91	55.3378	10.3471	1.90321	16.3019	2.68381	6.08414	0.0425178	87.199	5.23033	5.56102	1.33963	0.649531	0.732721	0.44873	16.321	3.47713	0.493702	0.137092	8.72795	4.1496	33.4828	0.443737	44.2451	16.0436	24.2167	55.3378
92	1835.23	11.1424	2.68371	12.2032	4.98513	8.94609	0.0159535	102.967	9.0462	10.56	1.32786	0.657662	0.693877	0.336822	18.0842	5.31815	0.731566	0.796777	7.81645	9.95056	32.0777	0.518543	25.9439	12.1136	26.3293	1835.23
93	1950.87	19.9956	3.77918	9.38223	3.96536	13.5287	0.0129159	92.7428	8.56889	5.82175	2.15084	0.598784	0.674091	0.419504	17.9997	4.83812	0.732089	0.128799	3.8519	10.4216	52.085	0.418231	38.068	22.258	14.6609	1950.87
94	139.401	7.64257	1.74272	16.9831	3.71831	8.49897	0.0205193	127.213	6.33103	6.4446	1.48676	0.361378	0.630918	0.106402	16.7468	4.62066	0.5073	0.227942	5.60464	9.12671	46.0526	0.291911	19.0465	14.4187	11.9222	139.401
95	5774.8	10.1262	2.56623	13.0008	4.48634	7.73587	0.00732752	74.4367	7.80755	7.2734	2.62617	0.666096	0.783604	0.637449	18.5648	3.25888	0.145765	0.212448	6.92066	5.89188	50.558	0.4135	50.9702	15.9917	8.71457	5774.8
96	114.59	11.2434	3.23511	12.4116	4.55877	5.70201	0.0137496	92.1991	5.43693	2.75326	1.11286	0.542912	0.85431	0.602448	17.2473	4.99475	0.108213	0.35938	13.6634	9.86282	48.5233	0.294088	39.9025	17.3446	30.1023	114.59
97	9405.09	10.1939	3.50652	15.3309	3.5063	7.96573	0.016561	113.143	8.10054	4.35034	2.30244	0.697579	0.772527	0.63385	16.5109	5.40928	0.526028	0.164805	5.02476	3.12332	37.9938	0.501064	37.4437	8.63862	8.02955	9405.09
98	5979.23	12.1139	3.29164	16.0223	3.74164	5.03744	0.013877	99.9381	10.0499	10.0489	2.80445	0.308642	0.730039	0.577449	15.3656	4.77467	0.751686	0.498151	2.58869	5.93311	37.4949	0.691918	57.2502	13.6717	36.5399	5979.23
99	705.215	8.67904	2.30099	14.5948	4.23681	15.1651	0.00688853	120.67	8.24294	4.20822	1.86092	0.351122	0.642724	0.266862	17.2781	3.03943	0.242119	0.692698	3.61123	3.76372	35.4173	0.437867	40.888	17.7966	21.1691	705.215
100	1484.66	12.6208	3.60568	15.4059	4.54584	5.48747	0.0118017	97.8379	9.96089	3.43273	1.67076	0.612072	0.668955	0.35426	17.8181	4.01234	0.317395	0.279006	5.90419	10.9007	35.4291	0.439765	31.8807	14.6922	15.8288	1484.66
101	961.285	8.02693	2.64434	12.0842	5.96668	11.5334	0.0109034	139.091	7.74942	5.33454	1.3702	0.561129	0.779403	0.262854	17.4368	4.97805	0.531471	0.132223	13.5295	8.50886	49.9738	0.433637	42.1937	11.5517	8.93156	961.285
102	1151.8	13.3286	1.50639	8.34975	4.14458	5.05426	0.00498474	128.975	3.97417	4.60348	1.95743	0.585509	0.850455	0.494564	14.8607	3.9818	0.657448	0.284614	10.5467	1.67511	47.2293	0.413155	34.4218	4.6458	16.9709	1151.8
